model_short,dataset,approx_layer,num_approx_layers,accuracy,original_accuracy,accuracy_retention_pct,delta_acc_mean,delta_acc_max,params_saved_pct,mlp_mode,attn_mode
vit-large-patch16-224,cifar100,"[(16, 17), (18, 19)]",2,0.8561000000000001,0.8637333333333334,99.12,0.0076333333333332325,0.0092999999999999,7.6389453431970304,identity,identity
vit-large-patch16-224,cifar100,"[(7, 8), (9, 10)]",2,0.8557333333333333,0.8637333333333334,99.07,0.007999999999999967,0.0099,7.6389453431970304,identity,identity
vit-large-patch16-224,cifar100,"[(18, 19), (20, 21), (22, 23)]",3,0.8549000000000001,0.8637333333333334,98.98,0.008833333333333299,0.0155,11.458418014795544,identity,identity
vit-large-patch16-224,cifar100,"[(17, 18), (19, 20)]",2,0.8545666666666666,0.8637333333333334,98.94,0.009166666666666665,0.0139,7.6389453431970304,identity,identity
vit-large-patch16-224,cifar100,"[(17, 18), (19, 20), (21, 22)]",3,0.8544999999999999,0.8637333333333334,98.93,0.0092333333333333,0.0125999999999999,11.458418014795544,identity,identity
vit-large-patch16-224,cifar100,"[(11, 12), (13, 14)]",2,0.8535666666666666,0.8637333333333334,98.82,0.010166666666666635,0.0111999999999999,7.6389453431970304,identity,identity
vit-large-patch16-224,cifar100,"[(15, 16), (17, 18)]",2,0.8526666666666666,0.8637333333333334,98.72,0.011066666666666633,0.0121,7.6389453431970304,identity,identity
vit-large-patch16-224,cifar100,"[(13, 14), (15, 16)]",2,0.8524666666666666,0.8637333333333334,98.7,0.011266666666666633,0.0131,7.6389453431970304,identity,identity
vit-large-patch16-224,cifar100,"[(14, 15), (16, 17)]",2,0.8523999999999999,0.8637333333333334,98.69,0.0113333333333333,0.0131,7.6389453431970304,identity,identity
vit-large-patch16-224,cifar100,"[(16, 17), (18, 19), (20, 21)]",3,0.8511666666666667,0.8637333333333334,98.55,0.012566666666666634,0.0159,11.458418014795544,identity,identity
vit-large-patch16-224,cifar100,"[(10, 11), (12, 13)]",2,0.8499666666666666,0.8637333333333334,98.41,0.013766666666666634,0.021,7.6389453431970304,identity,identity
vit-large-patch16-224,cifar100,"[(6, 7), (8, 9), (10, 11)]",3,0.8492999999999999,0.8637333333333334,98.33,0.014433333333333333,0.018,11.458418014795544,identity,identity
vit-large-patch16-224,cifar100,"[(16, 17), (18, 19), (20, 21), (22, 23)]",4,0.8491333333333334,0.8637333333333334,98.31,0.014599999999999967,0.0176,15.27789068639406,identity,identity
vit-large-patch16-224,cifar100,"[(9, 10), (11, 12)]",2,0.8488666666666665,0.8637333333333334,98.28,0.014866666666666634,0.0187,7.6389453431970304,identity,identity
vit-large-patch16-224,cifar100,"[(14, 15), (16, 17), (18, 19)]",3,0.8483,0.8637333333333334,98.21,0.015433333333333299,0.0165,11.458418014795544,identity,identity
vit-large-patch16-224,cifar100,"[(12, 13), (14, 15)]",2,0.8478666666666667,0.8637333333333334,98.16,0.015866666666666633,0.0186,7.6389453431970304,identity,identity
vit-large-patch16-224,cifar100,"[(15, 16), (17, 18), (19, 20), (21, 22)]",4,0.8478,0.8637333333333334,98.16,0.015933333333333268,0.0191,15.27789068639406,identity,identity
vit-large-patch16-224,cifar100,"[(8, 9), (10, 11), (12, 13)]",3,0.8471666666666667,0.8637333333333334,98.08,0.016566666666666632,0.0178,11.458418014795544,identity,identity
vit-large-patch16-224,cifar100,"[(15, 16), (17, 18), (19, 20)]",3,0.8466999999999999,0.8637333333333334,98.03,0.0170333333333333,0.018,11.458418014795544,identity,identity
vit-large-patch16-224,cifar100,"[(14, 15), (16, 17), (18, 19), (20, 21), (22, 23)]",5,0.8455,0.8637333333333334,97.89,0.018233333333333268,0.0209,19.09736335799257,identity,identity
vit-large-patch16-224,cifar100,"[(13, 14), (15, 16), (17, 18)]",3,0.8450000000000001,0.8637333333333334,97.83,0.0187333333333333,0.0194999999999999,11.458418014795544,identity,identity
vit-large-patch16-224,cifar100,"[(14, 15), (16, 17), (18, 19), (20, 21)]",4,0.8447,0.8637333333333334,97.8,0.019033333333333333,0.0207,15.27789068639406,identity,identity
vit-large-patch16-224,cifar100,"[(11, 12), (13, 14), (15, 16)]",3,0.8445666666666667,0.8637333333333334,97.78,0.019166666666666665,0.0215,11.458418014795544,identity,identity
vit-large-patch16-224,cifar100,"[(12, 13), (14, 15), (16, 17)]",3,0.844,0.8637333333333334,97.72,0.019733333333333266,0.0212999999999999,11.458418014795544,identity,identity
vit-large-patch16-224,cifar100,"[(10, 11), (12, 13), (14, 15)]",3,0.8396333333333333,0.8637333333333334,97.21,0.02409999999999997,0.029,11.458418014795544,identity,identity
vit-large-patch16-224,cifar100,"[(12, 13), (14, 15), (16, 17), (18, 19)]",4,0.8394666666666666,0.8637333333333334,97.19,0.02426666666666667,0.026,15.27789068639406,identity,identity
vit-large-patch16-224,cifar100,"[(7, 8), (9, 10), (11, 12)]",3,0.839,0.8637333333333334,97.14,0.0247333333333333,0.0248,11.458418014795544,identity,identity
vit-large-patch16-224,cifar100,"[(13, 14), (15, 16), (17, 18), (19, 20), (21, 22)]",5,0.8389333333333333,0.8637333333333334,97.13,0.024799999999999933,0.0305999999999999,19.09736335799257,identity,identity
vit-large-patch16-224,cifar100,"[(9, 10), (11, 12), (13, 14)]",3,0.8382333333333333,0.8637333333333334,97.05,0.0255,0.0272,11.458418014795544,identity,identity
vit-large-patch16-224,cifar100,"[(10, 11), (12, 13), (14, 15), (16, 17)]",4,0.8365,0.8637333333333334,96.85,0.027233333333333266,0.0292999999999999,15.27789068639406,identity,identity
vit-large-patch16-224,cifar100,"[(6, 7), (8, 9), (10, 11), (12, 13)]",4,0.8361666666666666,0.8637333333333334,96.81,0.027566666666666666,0.0298,15.27789068639406,identity,identity
vit-large-patch16-224,cifar100,"[(13, 14), (15, 16), (17, 18), (19, 20)]",4,0.8356666666666667,0.8637333333333334,96.75,0.028066666666666632,0.0299,15.27789068639406,identity,identity
vit-large-patch16-224,cifar100,"[(11, 12), (13, 14), (15, 16), (17, 18)]",4,0.8352666666666666,0.8637333333333334,96.7,0.02846666666666663,0.0313999999999999,15.27789068639406,identity,identity
vit-large-patch16-224,cifar100,"[(12, 13), (14, 15), (16, 17), (18, 19), (20, 21)]",5,0.8343666666666666,0.8637333333333334,96.6,0.029366666666666635,0.0315,19.09736335799257,identity,identity
vit-large-patch16-224,cifar100,"[(12, 13), (14, 15), (16, 17), (18, 19), (20, 21), (22, 23)]",6,0.8329666666666666,0.8637333333333334,96.44,0.030766666666666567,0.0314999999999999,22.91683602959109,identity,identity
vit-large-patch16-224,cifar100,"[(8, 9), (10, 11), (12, 13), (14, 15)]",4,0.8328333333333333,0.8637333333333334,96.42,0.03089999999999993,0.0343999999999999,15.27789068639406,identity,identity
vit-large-patch16-224,cifar100,"[(11, 12), (13, 14), (15, 16), (17, 18), (19, 20)]",5,0.8309333333333333,0.8637333333333334,96.2,0.0328,0.0339,19.09736335799257,identity,identity
vit-large-patch16-224,cifar100,"[(11, 12), (13, 14), (15, 16), (17, 18), (19, 20), (21, 22)]",6,0.8284333333333334,0.8637333333333334,95.91,0.035299999999999936,0.0422,22.91683602959109,identity,identity
vit-large-patch16-224,cifar100,"[(7, 8), (9, 10), (11, 12), (13, 14)]",4,0.8282333333333334,0.8637333333333334,95.89,0.03549999999999997,0.0371,15.27789068639406,identity,identity
vit-large-patch16-224,cifar100,"[(8, 9), (10, 11), (12, 13), (14, 15), (16, 17)]",5,0.8281999999999999,0.8637333333333334,95.89,0.0355333333333333,0.0411,19.09736335799257,identity,identity
vit-large-patch16-224,cifar100,"[(10, 11), (12, 13), (14, 15), (16, 17), (18, 19)]",5,0.8281666666666667,0.8637333333333334,95.88,0.0355666666666666,0.0423999999999999,19.09736335799257,identity,identity
vit-large-patch16-224,cifar100,"[(9, 10), (11, 12), (13, 14), (15, 16)]",4,0.8257333333333333,0.8637333333333334,95.6,0.037999999999999964,0.0436999999999999,15.27789068639406,identity,identity
vit-large-patch16-224,cifar100,"[(10, 11), (12, 13), (14, 15), (16, 17), (18, 19), (20, 21)]",6,0.8244000000000001,0.8637333333333334,95.45,0.03933333333333327,0.0414999999999999,22.91683602959109,identity,identity
vit-large-patch16-224,cifar100,"[(10, 11), (12, 13), (14, 15), (16, 17), (18, 19), (20, 21), (22, 23)]",7,0.8224666666666667,0.8637333333333334,95.22,0.04126666666666667,0.0443,26.736308701189603,identity,identity
