model_short,dataset,approx_layer,num_approx_layers,accuracy,original_accuracy,accuracy_retention_pct,delta_acc_mean,delta_acc_max,params_saved_pct,mlp_mode,attn_mode
deit-base-patch16-224,cifar100,"[(7, 9)]",1,0.7019000000000001,0.7554666666666666,92.91,0.05356666666666663,0.0554,15.972297468125836,identity,identity
deit-base-patch16-224,cifar100,"[(6, 8)]",1,0.6875333333333332,0.7554666666666666,91.01,0.06793333333333329,0.0705,15.972297468125836,identity,identity
deit-base-patch16-224,cifar100,"[(1, 3)]",1,0.6862666666666667,0.7554666666666666,90.84,0.0692,0.0715,15.972297468125836,identity,identity
deit-base-patch16-224,cifar100,"[(2, 4)]",1,0.6816333333333334,0.7554666666666666,90.23,0.07383333333333333,0.0762,15.972297468125836,identity,identity
deit-base-patch16-224,cifar100,"[(8, 11)]",1,0.6609666666666666,0.7554666666666666,87.49,0.09449999999999999,0.0987,24.30563080145917,identity,identity
deit-base-patch16-224,cifar100,"[(7, 10)]",1,0.6599666666666667,0.7554666666666666,87.36,0.09549999999999999,0.1008,24.30563080145917,identity,identity
deit-base-patch16-224,cifar100,"[(6, 9)]",1,0.6344333333333333,0.7554666666666666,83.98,0.12103333333333331,0.1237,24.30563080145917,identity,identity
deit-base-patch16-224,cifar100,"[(0, 3)]",1,0.6146333333333334,0.7554666666666666,81.36,0.14083333333333334,0.1412,24.30563080145917,identity,identity
deit-base-patch16-224,cifar100,"[(1, 4)]",1,0.6086333333333334,0.7554666666666666,80.56,0.14683333333333334,0.1473,24.30563080145917,identity,identity
deit-base-patch16-224,cifar100,"[(6, 10)]",1,0.5952999999999999,0.7554666666666666,78.8,0.16016666666666668,0.167,32.6389641347925,identity,identity
deit-base-patch16-224,cifar100,"[(7, 11)]",1,0.5863666666666667,0.7554666666666666,77.62,0.16910000000000003,0.1736000000000001,32.6389641347925,identity,identity
deit-base-patch16-224,cifar100,"[(0, 4)]",1,0.5453666666666667,0.7554666666666666,72.19,0.21009999999999995,0.2137,32.6389641347925,identity,identity
deit-base-patch16-224,cifar100,"[(6, 11)]",1,0.49783333333333335,0.7554666666666666,65.9,0.2576333333333333,0.2675,40.97229746812584,identity,identity
deit-base-patch16-224,imagenet-1k,"[(3, 4)]",1,0.7685,0.7761999999999999,99.01,0.0076999999999999335,0.0082999999999999,7.638964134792502,identity,identity
deit-base-patch16-224,imagenet-1k,"[(1, 2)]",1,0.7680000000000001,0.7761999999999999,98.94,0.008199999999999935,0.0097999999999999,7.638964134792502,identity,identity
deit-base-patch16-224,imagenet-1k,"[(2, 3)]",1,0.7637333333333333,0.7761999999999999,98.39,0.0124666666666666,0.0141999999999999,7.638964134792502,identity,identity
deit-base-patch16-224,imagenet-1k,"[(6, 7)]",1,0.7567666666666666,0.7761999999999999,97.5,0.0194333333333333,0.0211,7.638964134792502,identity,identity
deit-base-patch16-224,imagenet-1k,"[(0, 1)]",1,0.7532,0.7761999999999999,97.04,0.022999999999999934,0.0255999999999999,7.638964134792502,identity,identity
deit-base-patch16-224,imagenet-1k,"[(10, 11)]",1,0.7501666666666668,0.7761999999999999,96.65,0.02603333333333327,0.0298999999999999,7.638964134792502,identity,identity
deit-base-patch16-224,imagenet-1k,"[(7, 8)]",1,0.7363,0.7761999999999999,94.86,0.039899999999999936,0.0439999999999999,7.638964134792502,identity,identity
deit-base-patch16-224,imagenet-1k,"[(2, 4)]",1,0.7324333333333334,0.7761999999999999,94.36,0.0437666666666666,0.0451,15.972297468125836,identity,identity
deit-base-patch16-224,imagenet-1k,"[(1, 3)]",1,0.7301333333333333,0.7761999999999999,94.07,0.04606666666666664,0.0468999999999999,15.972297468125836,identity,identity
deit-base-patch16-224,imagenet-1k,"[(0, 2)]",1,0.7223333333333333,0.7761999999999999,93.06,0.0538666666666666,0.0572999999999999,15.972297468125836,identity,identity
deit-base-patch16-224,imagenet-1k,"[(8, 9)]",1,0.7082666666666667,0.7761999999999999,91.25,0.06793333333333328,0.0696999999999999,7.638964134792502,identity,identity
deit-base-patch16-224,imagenet-1k,"[(9, 10)]",1,0.7075666666666667,0.7761999999999999,91.16,0.06863333333333334,0.0756,7.638964134792502,identity,identity
deit-base-patch16-224,imagenet-1k,"[(6, 8)]",1,0.6503,0.7761999999999999,83.78,0.12589999999999998,0.1291999999999999,15.972297468125836,identity,identity
deit-base-patch16-224,imagenet-1k,"[(1, 4)]",1,0.6465,0.7761999999999999,83.29,0.12969999999999995,0.1316,24.30563080145917,identity,identity
deit-base-patch16-224,imagenet-1k,"[(0, 3)]",1,0.6213333333333333,0.7761999999999999,80.05,0.15486666666666668,0.1563,24.30563080145917,identity,identity
deit-base-patch16-224,imagenet-1k,"[(9, 11)]",1,0.5933666666666667,0.7761999999999999,76.45,0.1828333333333333,0.1845,15.972297468125836,identity,identity
deit-base-patch16-224,imagenet-1k,"[(7, 9)]",1,0.5544333333333333,0.7761999999999999,71.43,0.22176666666666664,0.2262999999999999,15.972297468125836,identity,identity
deit-base-patch16-224,imagenet-1k,"[(8, 10)]",1,0.5408666666666667,0.7761999999999999,69.68,0.2353333333333333,0.2403999999999999,15.972297468125836,identity,identity
deit-base-patch16-224,imagenet-1k,"[(0, 4)]",1,0.4815333333333333,0.7761999999999999,62.04,0.29466666666666663,0.2989999999999999,32.6389641347925,identity,identity
deit-base-patch16-224,imagenet-1k,"[(8, 11)]",1,0.43096666666666666,0.7761999999999999,55.52,0.3452333333333333,0.3523999999999999,24.30563080145917,identity,identity
deit-base-patch16-224,imagenet-1k,"[(6, 9)]",1,0.41626666666666673,0.7761999999999999,53.63,0.35993333333333327,0.3631999999999999,24.30563080145917,identity,identity
deit-base-patch16-224,imagenet-1k,"[(7, 10)]",1,0.4123333333333334,0.7761999999999999,53.12,0.3638666666666666,0.3745999999999999,24.30563080145917,identity,identity
deit-base-patch16-224,imagenet-1k,"[(7, 11)]",1,0.3319,0.7761999999999999,42.76,0.4443,0.4472,32.6389641347925,identity,identity
deit-base-patch16-224,imagenet-1k,"[(6, 10)]",1,0.3219,0.7761999999999999,41.47,0.4542999999999999,0.4554999999999999,32.6389641347925,identity,identity
deit-base-patch16-224,imagenet-1k,"[(6, 11)]",1,0.2311,0.7761999999999999,29.77,0.5451,0.5497,40.97229746812584,identity,identity
deit-base-patch16-224,pneumoniamnist,"[(7, 10)]",1,0.8456196581196581,0.8194444444444445,103.19,-0.0261752136752136,-0.0128205128205127,24.30563080145917,identity,identity
