config,identity_chestmnist_acc,identity_cifar100_acc,identity_imagenet-1k_acc,identity_pneumoniamnist_acc,linear_chestmnist_acc,linear_chestmnist_fitcifar100_acc,linear_chestmnist_fitimagenet-1k_acc,linear_chestmnist_fitpneumoniamnist_acc,linear_cifar100_acc,linear_imagenet-1k_acc,linear_pneumoniamnist_acc
"Encoder: facebook/dinov2-base, Block: [(0, 1), (2, 3), (4, 5)], MLP: [], MLP Mode: identity, Attn: [], Heads: {}",0.6337984219676369,,,,0.6182409842642536,0.654437658806223,0.637007979316186,0.6490438193732447,0.7907,0.6137,0.8669871794871795
"Encoder: facebook/dinov2-base, Block: [(0, 1), (2, 3)], MLP: [], MLP Mode: identity, Attn: [], Heads: {}",0.5879730753800205,,,,0.6096821646681229,0.6236794008826283,0.6503811349351402,0.6387019123612535,0.8477,0.7111,0.8525641025641025
"Encoder: facebook/dinov2-base, Block: [(0, 1)], MLP: [], MLP Mode: identity, Attn: [], Heads: {}",0.6478402353675389,,,,0.6145410778763429,0.6288949315740204,0.6465029198056435,0.6335309588552579,0.8637,0.7438,0.8717948717948718
"Encoder: facebook/dinov2-base, Block: [(0, 4)], MLP: [], MLP Mode: identity, Attn: [], Heads: {}",0.6085231578478135,,,,0.6570677127446173,0.6234565149556457,0.6220300450229572,0.6231444746578702,0.6165,0.2797,0.8669871794871795
"Encoder: facebook/dinov2-base, Block: [(2, 3)], MLP: [], MLP Mode: identity, Attn: [], Heads: {}",0.5923862167342754,,,,0.5960861231221861,0.6306334418044844,0.6209156153880444,0.6429367449739224,0.8612,0.7307,0.8830128205128205
"Encoder: facebook/dinov2-base, Block: [(5, 6)], MLP: [], MLP Mode: identity, Attn: [], Heads: {}",0.6466812285472295,,,,0.6222083537645433,0.6304105558775019,0.6535906922836892,0.6363393215352383,0.8544,0.7316,0.8717948717948718
"Encoder: facebook/dinov2-base, Block: [], MLP: [], MLP Mode: identity, Attn: [], Heads: {}",0.6061605670217982,0.8735,0.7445,0.8798076923076923,0.6061605670217982,,,,,,
