block,bi_block,angdist_in_out
0,0.605414,0.370888
1,0.241512,0.225938
2,0.206719,0.208371
3,0.138647,0.169618
4,0.132723,0.165868
5,0.133498,0.166363
6,0.129616,0.163871
7,0.107408,0.148885
8,0.093578,0.138803
9,0.072396,0.121865
10,0.033266,0.082334
11,0.076397,0.125230

blocks_dropped,skip_from,skip_to,angdist
1,9,10,0.082334
2,8,10,0.153281
3,8,11,0.195165
4,7,11,0.240885
5,6,11,0.281116
6,5,11,0.321072
7,4,11,0.350406
8,3,11,0.376025
