block,bi_block,angdist_in_out
0,0.502800,0.334362
1,0.176736,0.192151
2,0.118213,0.156340
3,0.120712,0.158019
4,0.193349,0.201278
5,0.177570,0.192618
6,0.170164,0.188434
7,0.139345,0.170054
8,0.137134,0.168667
9,0.110293,0.150909
10,0.130983,0.164752
11,0.124488,0.160524

blocks_dropped,skip_from,skip_to,angdist
1,8,9,0.150909
2,9,11,0.233013
3,8,11,0.284902
4,7,11,0.328260
5,6,11,0.359537
6,5,11,0.390177
7,4,11,0.412304
8,1,9,0.433530
