block,bi_block,angdist_in_out
0,0.469153,0.321874
1,0.158643,0.181758
2,0.110105,0.150777
3,0.116946,0.155484
4,0.155194,0.179716
5,0.161886,0.183658
6,0.156239,0.180337
7,0.138504,0.169528
8,0.142437,0.171978
9,0.126933,0.162128
10,0.153103,0.178468
11,0.135668,0.167742

blocks_dropped,skip_from,skip_to,angdist
1,1,2,0.150777
2,1,3,0.236085
3,8,11,0.287446
4,7,11,0.330005
5,6,11,0.362780
6,5,11,0.391620
7,4,11,0.414910
8,3,11,0.432237
