block,bi_block,angdist_in_out
0,0.243918,0.227111
1,0.258997,0.234351
2,0.287165,0.247411
3,0.305817,0.255766
4,0.258844,0.234278
5,0.295602,0.251217
6,0.293880,0.250444
7,0.283840,0.245898
8,0.318188,0.261192
9,0.325225,0.264241
10,0.344437,0.272431
11,0.498753,0.332875

blocks_dropped,skip_from,skip_to,angdist
1,3,4,0.234278
2,1,3,0.319408
3,3,6,0.371862
4,1,5,0.412709
5,1,6,0.438422
6,0,6,0.459862
7,4,11,0.471366
8,3,11,0.473458
