block,bi_block,angdist_in_out
0,0.303090,0.254558
1,0.391683,0.291845
2,0.272357,0.240616
3,0.383258,0.288452
4,0.331436,0.266909
5,0.320458,0.262178
6,0.291675,0.249451
7,0.283459,0.245724
8,0.318033,0.261125
9,0.325884,0.264525
10,0.385335,0.289291
11,0.469727,0.322089

blocks_dropped,skip_from,skip_to,angdist
1,1,2,0.240616
2,5,7,0.316814
3,5,8,0.364312
4,6,10,0.399652
5,5,10,0.414811
6,4,10,0.445379
7,4,11,0.457661
8,0,8,0.468495
