block,bi_block,angdist_in_out
0,0.648082,0.385530
1,0.254275,0.232104
2,0.257361,0.233574
3,0.180476,0.194238
4,0.198230,0.203892
5,0.135604,0.167701
6,0.117761,0.156035
7,0.101568,0.144707
8,0.084669,0.131929
9,0.052347,0.103449
10,0.032366,0.081206
11,0.037024,0.086888

blocks_dropped,skip_from,skip_to,angdist
1,9,10,0.081206
2,9,11,0.133559
3,8,11,0.174672
4,7,11,0.221095
5,6,11,0.268411
6,5,11,0.311891
7,4,11,0.339280
8,3,11,0.374805
