block,bi_block,angdist_in_out
0,0.441928,0.311541
1,0.265848,0.237580
2,0.223902,0.217196
3,0.188956,0.198899
4,0.191080,0.200053
5,0.154356,0.179217
6,0.120871,0.158125
7,0.101594,0.144726
8,0.095963,0.140589
9,0.127464,0.162474
10,0.192386,0.200758
11,0.179351,0.193612

blocks_dropped,skip_from,skip_to,angdist
1,7,8,0.140589
2,6,8,0.205494
3,5,8,0.260087
4,5,9,0.303890
5,4,9,0.343047
6,5,11,0.383583
7,4,11,0.409862
8,3,11,0.441327
