block,bi_block,angdist_in_out
0,0.173909,0.190560
1,0.092207,0.137766
2,0.062950,0.113545
3,0.070746,0.120451
4,0.058828,0.109726
5,0.076412,0.125242
6,0.057521,0.108489
7,0.054399,0.105475
8,0.041413,0.091927
9,0.034254,0.083554
10,0.026083,0.072861
11,0.052200,0.103302

blocks_dropped,skip_from,skip_to,angdist
1,9,10,0.072861
2,8,10,0.118038
3,8,11,0.153880
4,7,11,0.177801
5,6,11,0.205796
6,5,11,0.217822
7,4,11,0.241051
8,3,11,0.270380
