metric,spearman_corr,spearman_pval,precision@3,precision@5
kl_div,0.018181818181818184,0.9576852410216187,0.3333333333333333,0.4
top1_flip_pct,-0.03636363636363637,0.9154683168905347,0.0,0.4
knn_overlap@5,-0.018181818181818184,0.9576852410216187,0.3333333333333333,0.4
cosine_sim,-0.15454545454545454,0.6500339654975799,0.3333333333333333,0.4
mse,0.20909090909090913,0.5372209352113227,0.3333333333333333,0.4
cka_embed,-0.26363636363636367,0.43344073761161456,0.3333333333333333,0.4
local_cka,-0.21818181818181823,0.5192482475549817,0.3333333333333333,0.4
