"dataset","encoder","skip","mlp_skip","attn_skip","head_dict","skip_translator","mlp_mode","attn_mode","fit_dataset"
"cifar100","google/vit-large-patch16-224","[(11, 22)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(11, 23)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(12, 13)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(12, 14)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(12, 15)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(12, 16)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(12, 17)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(12, 18)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(12, 19)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(12, 20)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(12, 21)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(12, 22)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(12, 23)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(13, 14)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(13, 15)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(13, 16)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(13, 17)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(13, 18)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(13, 19)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(13, 20)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(13, 21)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(13, 22)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(13, 23)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(14, 15)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(14, 16)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(14, 17)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(14, 18)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(14, 19)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(14, 20)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(14, 21)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(14, 22)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(14, 23)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(15, 16)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(15, 17)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(15, 18)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(15, 19)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(15, 20)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(15, 21)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(15, 22)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(15, 23)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(16, 17)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(16, 18)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(16, 19)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(16, 20)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(16, 21)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(16, 22)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(16, 23)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(17, 18)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(17, 19)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(17, 20)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(17, 21)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(17, 22)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(17, 23)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(18, 19)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(18, 20)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(18, 21)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(18, 22)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(18, 23)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(19, 20)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(19, 21)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(19, 22)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(19, 23)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(20, 21)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(20, 22)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(20, 23)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(21, 22)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(21, 23)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-large-patch16-224","[(22, 23)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[]","[]","[]","{}","identity","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(5, 6)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(5, 7)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(5, 8)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(5, 9)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(5, 10)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(5, 11)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(6, 7)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(6, 8)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(6, 9)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(6, 10)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(6, 11)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(7, 8)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(7, 9)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(7, 10)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(7, 11)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(8, 9)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(8, 10)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(8, 11)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(9, 10)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(9, 11)]","[]","[]","{}","linear","identity","identity",""
"cifar100","google/vit-base-patch16-224","[(10, 11)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-small-patch16-224","[]","[]","[]","{}","identity","identity","identity",""
"cifar100","facebook/deit-small-patch16-224","[(4, 5)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-small-patch16-224","[(4, 6)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-small-patch16-224","[(4, 7)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-small-patch16-224","[(5, 6)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-small-patch16-224","[(5, 7)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-small-patch16-224","[(6, 7)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-small-patch16-224","[(8, 9)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-small-patch16-224","[(8, 10)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-small-patch16-224","[(8, 11)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-small-patch16-224","[(9, 10)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-small-patch16-224","[(9, 11)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-small-patch16-224","[(10, 11)]","[]","[]","{}","linear","identity","identity",""
"cifar100","microsoft/rad-dino","[]","[]","[]","{}","identity","identity","identity",""
"cifar100","microsoft/rad-dino","[(0, 1)]","[]","[]","{}","linear","identity","identity",""
"cifar100","microsoft/rad-dino","[(0, 2)]","[]","[]","{}","linear","identity","identity",""
"cifar100","microsoft/rad-dino","[(0, 3)]","[]","[]","{}","linear","identity","identity",""
"cifar100","microsoft/rad-dino","[(1, 2)]","[]","[]","{}","linear","identity","identity",""
"cifar100","microsoft/rad-dino","[(1, 3)]","[]","[]","{}","linear","identity","identity",""
"cifar100","microsoft/rad-dino","[(2, 3)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[]","[]","[]","{}","identity","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(0, 1)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(0, 2)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(0, 3)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(0, 4)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(1, 2)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(1, 3)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(1, 4)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(2, 3)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(2, 4)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(3, 4)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(6, 7)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(6, 8)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(6, 9)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(6, 10)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(6, 11)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(7, 8)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(7, 9)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(7, 10)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(7, 11)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(8, 9)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(8, 10)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(8, 11)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(9, 10)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(9, 11)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/deit-base-patch16-224","[(10, 11)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/dinov2-base","[]","[]","[]","{}","identity","identity","identity",""
"cifar100","facebook/dinov2-base","[(8, 9)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/dinov2-base","[(8, 10)]","[]","[]","{}","linear","identity","identity",""
"cifar100","facebook/dinov2-base","[(9, 10)]","[]","[]","{}","linear","identity","identity",""
