seed,dataset,fit_dataset,model,optimizer,lr,classifier,translator,translator_method,translator_rank,batch_size,num_epochs,approx_layer,mlp_linearize,attn_linearize,head_dict,mlp_mode,attn_mode,num_layers,original_accuracy,accuracy,delta_acc,num_samples,majority_class_rate,params_saved,params_saved_pct
2,chestmnist,chestmnist,google/vit-large-patch16-224,Adam,0.01,Linear,identity,,,256,5,"[(20, 23)]",[],[],{},identity,identity,3,0.6116435608255695,0.6187313333036152,-0.0070877724780457,250,0.5317166674096198,37788672,12.5
3,chestmnist,chestmnist,google/vit-large-patch16-224,Adam,0.01,Linear,identity,,,256,5,"[(20, 23)]",[],[],{},identity,identity,3,0.6525654170195694,0.6473498863281772,0.0052155306913921,250,0.5317166674096198,37788672,12.5
1,chestmnist,chestmnist,google/vit-large-patch16-224,Adam,0.01,Linear,linear,,,256,5,"[(20, 23)]",[],[],{},identity,identity,3,0.5803949538626131,0.629206971871796,-0.0488120180091828,250,0.5317166674096198,36739072,12.152806004931849
2,chestmnist,chestmnist,google/vit-large-patch16-224,Adam,0.01,Linear,linear,,,256,5,"[(20, 23)]",[],[],{},identity,identity,3,0.6116435608255695,0.6106628627468461,0.0009806980787233,250,0.5317166674096198,36739072,12.152806004931849
3,chestmnist,chestmnist,google/vit-large-patch16-224,Adam,0.01,Linear,linear,,,256,5,"[(20, 23)]",[],[],{},identity,identity,3,0.6525654170195694,0.6472607319573842,0.0053046850621851,250,0.5317166674096198,36739072,12.152806004931849
1,chestmnist,pneumoniamnist,google/vit-large-patch16-224,Adam,0.01,Linear,linear,,,256,5,"[(20, 23)]",[],[],{},identity,identity,3,0.5803949538626131,0.6215396959835956,-0.0411447421209825,250,0.5317166674096198,36739072,12.152806004931849
2,chestmnist,pneumoniamnist,google/vit-large-patch16-224,Adam,0.01,Linear,linear,,,256,5,"[(20, 23)]",[],[],{},identity,identity,3,0.6116435608255695,0.6111086346008113,0.0005349262247581,250,0.5317166674096198,36739072,12.152806004931849
3,chestmnist,pneumoniamnist,google/vit-large-patch16-224,Adam,0.01,Linear,linear,,,256,5,"[(20, 23)]",[],[],{},identity,identity,3,0.6525654170195694,0.6479739669237284,0.0045914500958409,250,0.5317166674096198,36739072,12.152806004931849
1,chestmnist,cifar100,google/vit-large-patch16-224,Adam,0.01,Linear,linear,,,256,5,"[(20, 23)]",[],[],{},identity,identity,3,0.5803949538626131,0.600588418847234,-0.0201934649846209,250,0.5317166674096198,36739072,12.152806004931849
2,chestmnist,cifar100,google/vit-large-patch16-224,Adam,0.01,Linear,linear,,,256,5,"[(20, 23)]",[],[],{},identity,identity,3,0.6116435608255695,0.6191771051575804,-0.0075335443320109,250,0.5317166674096198,36739072,12.152806004931849
3,chestmnist,cifar100,google/vit-large-patch16-224,Adam,0.01,Linear,linear,,,256,5,"[(20, 23)]",[],[],{},identity,identity,3,0.6525654170195694,0.6484197387776935,0.0041456782418758,250,0.5317166674096198,36739072,12.152806004931849
1,chestmnist,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,linear,,,256,5,"[(20, 23)]",[],[],{},identity,identity,3,0.5803949538626131,0.5797262960816654,0.0006686577809477,250,0.5317166674096198,36739072,12.152806004931849
2,chestmnist,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,linear,,,256,5,"[(20, 23)]",[],[],{},identity,identity,3,0.6116435608255695,0.6176614808540989,-0.0060179200285294,250,0.5317166674096198,36739072,12.152806004931849
3,chestmnist,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,linear,,,256,5,"[(20, 23)]",[],[],{},identity,identity,3,0.6525654170195694,0.6475281950697633,0.005037221949806,250,0.5317166674096198,36739072,12.152806004931849
1,pneumoniamnist,pneumoniamnist,google/vit-large-patch16-224,Adam,0.01,Linear,linear,,,256,5,"[(21, 22)]",[],[],{},identity,identity,1,0.8461538461538461,0.8541666666666666,-0.0080128205128204,250,0.625,11546624,3.8194726715985152
