skip_config,accuracy_mean,accuracy_std,order
"Encoder: google/vit-large-patch16-224, Dataset: cifar100, Block: [(3, 4), (21, 22)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: []",0.8628333333333332,0.002193931022920514,252
"Encoder: google/vit-large-patch16-224, Dataset: cifar100, Block: [], Block Mode: identity, MLP: [4, 22], MLP Mode: identity, Attn: []",0.8524333333333334,0.0016772994167211861,255
"Encoder: google/vit-large-patch16-224, Dataset: cifar100, Block: [], Block Mode: identity, MLP: [4, 22], MLP Mode: linear, Attn: []",0.8624,0.00303479818109873,258
"Encoder: google/vit-large-patch16-224, Dataset: cifar100, Block: [], Block Mode: identity, MLP: [], MLP Mode: identity, Attn: [4, 22]",0.8472666666666666,0.0013203534880225484,261
"Encoder: google/vit-large-patch16-224, Dataset: cifar100, Block: [(20, 21)], Block Mode: identity, MLP: [], MLP Mode: identity, Attn: []",0.8647333333333332,0.0013576941236278135,264
"Encoder: google/vit-large-patch16-224, Dataset: cifar100, Block: [(20, 21)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: []",0.8644666666666666,0.00306159000085461,267
"Encoder: google/vit-large-patch16-224, Dataset: cifar100, Block: [], Block Mode: identity, MLP: [21], MLP Mode: identity, Attn: []",0.8653666666666666,0.0011060440015358008,270
"Encoder: google/vit-large-patch16-224, Dataset: cifar100, Block: [], Block Mode: identity, MLP: [21], MLP Mode: linear, Attn: []",0.8642666666666666,0.0018903262505010447,273
"Encoder: google/vit-large-patch16-224, Dataset: cifar100, Block: [], Block Mode: identity, MLP: [], MLP Mode: identity, Attn: [21]",0.8643333333333333,0.0025716402029314,276
"Encoder: google/vit-large-patch16-224, Dataset: cifar100, Block: [(21, 22)], Block Mode: identity, MLP: [], MLP Mode: identity, Attn: []",0.8655333333333334,0.0008504900548115811,279
"Encoder: google/vit-large-patch16-224, Dataset: cifar100, Block: [(21, 22)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: []",0.8652000000000001,0.001802775637731954,282
"Encoder: google/vit-large-patch16-224, Dataset: cifar100, Block: [], Block Mode: identity, MLP: [22], MLP Mode: identity, Attn: []",0.8660666666666667,0.0017039170558842789,285
"Encoder: google/vit-large-patch16-224, Dataset: cifar100, Block: [], Block Mode: identity, MLP: [22], MLP Mode: linear, Attn: []",0.8651,0.0008544003745317727,288
"Encoder: google/vit-large-patch16-224, Dataset: cifar100, Block: [], Block Mode: identity, MLP: [], MLP Mode: identity, Attn: [22]",0.8625666666666666,0.0023860706890897814,291
