skip_config,accuracy_mean,accuracy_std,order
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(14, 16)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.7722333333333333,0.0006429100507328764,330
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(14, 17)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.7576999999999999,0.004500000000000018,333
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(14, 18)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.7347,0.0009539392014169075,336
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(14, 19)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.6862333333333334,0.002081665999466188,339
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(14, 20)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.6143666666666667,0.002811286775363393,342
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(14, 21)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.5766,0.0019467922333931424,345
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(14, 22)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.5226666666666667,0.0009865765724632778,348
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(14, 23)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.5445000000000001,0.0015524174696259815,351
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(15, 16)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.781,0.000888819441731539,354
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(15, 17)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.7670333333333333,0.0017214335111567182,357
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(15, 18)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.7483333333333334,0.003962743157628705,360
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(15, 19)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.7061999999999999,0.0007211102550927955,363
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(15, 20)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.6514333333333333,0.002157158624981798,366
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(15, 21)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.6159333333333333,0.005054041287260455,369
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(15, 22)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.5758333333333333,0.004007908847932182,372
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(15, 23)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.5941,0.0017776388834630798,375
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(16, 17)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.7786,0.0007211102550927454,378
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(16, 18)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.7645333333333334,0.003231614663497656,381
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(16, 19)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.7271000000000001,0.003292415526630814,384
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(16, 20)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.6823666666666667,0.0018929694486000612,387
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(16, 21)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.6455333333333333,0.0029501412395567406,390
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(16, 22)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.6126,0.0011789826122551826,393
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(16, 23)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.6335000000000001,0.00251197133741609,396
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(17, 18)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.7779000000000001,0.00173493515728978,399
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(17, 19)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.7461000000000001,0.0005291502622129385,402
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(17, 20)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.7042,0.0022715633383201075,405
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(17, 21)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.6749333333333333,0.0032654759734735412,408
"Encoder: google/vit-large-patch16-224, Dataset: imagenet-1k, Block: [(17, 22)], Block Mode: linear, MLP: [], MLP Mode: identity, Attn: [] Heads: {}",0.6459,0.002835489375751525,411
