seed,dataset,fit_dataset,model,optimizer,lr,classifier,translator,translator_method,translator_rank,batch_size,num_epochs,approx_layer,mlp_linearize,attn_linearize,head_dict,mlp_mode,attn_mode,num_layers,original_accuracy,accuracy,delta_acc,num_samples,majority_class_rate,params_saved,params_saved_pct
3,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(5, 7)]",[],[],{},identity,identity,2,0.7445,0.1589,0.5856,250,0.0019,14178816,16.666666666666668
4,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(5, 7)]",[],[],{},identity,identity,2,0.7451,0.1608,0.5843,250,0.0019,14178816,16.666666666666668
5,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(5, 7)]",[],[],{},identity,identity,2,0.7419,0.1536,0.5883,250,0.0019,14178816,16.666666666666668
1,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(6, 8)]",[],[],{},identity,identity,2,0.7463,0.2613,0.485,250,0.0019,14178816,16.666666666666668
2,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(6, 8)]",[],[],{},identity,identity,2,0.7375,0.2648,0.4727,250,0.0019,14178816,16.666666666666668
3,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(6, 8)]",[],[],{},identity,identity,2,0.7445,0.2743,0.4702,250,0.0019,14178816,16.666666666666668
4,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(6, 8)]",[],[],{},identity,identity,2,0.7451,0.2735,0.4715999999999999,250,0.0019,14178816,16.666666666666668
5,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(6, 8)]",[],[],{},identity,identity,2,0.7419,0.2628,0.4791,250,0.0019,14178816,16.666666666666668
1,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(7, 9)]",[],[],{},identity,identity,2,0.7463,0.3548,0.3914999999999999,250,0.0019,14178816,16.666666666666668
2,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(7, 9)]",[],[],{},identity,identity,2,0.7375,0.3496,0.3879,250,0.0019,14178816,16.666666666666668
3,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(7, 9)]",[],[],{},identity,identity,2,0.7445,0.3385,0.406,250,0.0019,14178816,16.666666666666668
4,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(7, 9)]",[],[],{},identity,identity,2,0.7451,0.3645,0.3806,250,0.0019,14178816,16.666666666666668
5,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(7, 9)]",[],[],{},identity,identity,2,0.7419,0.3603,0.3816,250,0.0019,14178816,16.666666666666668
1,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(8, 10)]",[],[],{},identity,identity,2,0.7463,0.4752,0.2710999999999999,250,0.0019,14178816,16.666666666666668
2,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(8, 10)]",[],[],{},identity,identity,2,0.7375,0.4718,0.2657,250,0.0019,14178816,16.666666666666668
3,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(8, 10)]",[],[],{},identity,identity,2,0.7445,0.4789,0.2656,250,0.0019,14178816,16.666666666666668
4,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(8, 10)]",[],[],{},identity,identity,2,0.7451,0.4757,0.2694,250,0.0019,14178816,16.666666666666668
5,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(8, 10)]",[],[],{},identity,identity,2,0.7419,0.4818,0.2601,250,0.0019,14178816,16.666666666666668
1,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(9, 11)]",[],[],{},identity,identity,2,0.7463,0.4586,0.2876999999999999,250,0.0019,14178816,16.666666666666668
2,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(9, 11)]",[],[],{},identity,identity,2,0.7375,0.4705,0.267,250,0.0019,14178816,16.666666666666668
3,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(9, 11)]",[],[],{},identity,identity,2,0.7445,0.4675,0.277,250,0.0019,14178816,16.666666666666668
4,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(9, 11)]",[],[],{},identity,identity,2,0.7451,0.4682,0.2769,250,0.0019,14178816,16.666666666666668
5,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(9, 11)]",[],[],{},identity,identity,2,0.7419,0.4661,0.2758,250,0.0019,14178816,16.666666666666668
1,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(0, 1), (2, 3)]",[],[],{},identity,identity,2,0.7463,0.1264,0.6198999999999999,250,0.0019,14178816,16.666666666666668
2,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(0, 1), (2, 3)]",[],[],{},identity,identity,2,0.7375,0.1328,0.6047,250,0.0019,14178816,16.666666666666668
3,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(0, 1), (2, 3)]",[],[],{},identity,identity,2,0.7445,0.1317,0.6128,250,0.0019,14178816,16.666666666666668
4,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(0, 1), (2, 3)]",[],[],{},identity,identity,2,0.7451,0.1296,0.6154999999999999,250,0.0019,14178816,16.666666666666668
5,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(0, 1), (2, 3)]",[],[],{},identity,identity,2,0.7419,0.1273,0.6146,250,0.0019,14178816,16.666666666666668
1,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(1, 2), (3, 4)]",[],[],{},identity,identity,2,0.7463,0.1541,0.5922,250,0.0019,14178816,16.666666666666668
2,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(1, 2), (3, 4)]",[],[],{},identity,identity,2,0.7375,0.1617,0.5758000000000001,250,0.0019,14178816,16.666666666666668
3,imagenet-1k,imagenet-1k,facebook/dinov2-base,Adam,0.01,Linear,identity,,,256,5,"[(1, 2), (3, 4)]",[],[],{},identity,identity,2,0.7445,0.16,0.5845,250,0.0019,14178816,16.666666666666668
