model,dataset,approx_layer_str,translator_linear,accuracy_mean_linear,accuracy_std_linear,skip_distance,skip_count,first_skip,translator_identity,accuracy_mean_identity,accuracy_std_identity
facebook/dinov2-base,dermamnist,"[(7, 9)]",linear,0.7311720698254364,0.0103783800731595,1,2,7,identity,0.742975893599335,0.0219810029593684
facebook/dinov2-base,imagenet-1k,"[(7, 9)]",linear,0.51774,0.0017067512999848,1,2,7,identity,0.35354,0.0101135058214251
google/vit-base-patch16-224,pneumoniamnist,"[(7, 9)]",linear,0.8205128205128206,0.0120990936462672,1,2,7,identity,0.8365384615384616,0.0315668519288336
google/vit-base-patch16-224,cifar100,"[(7, 9)]",linear,0.7806333333333333,0.0011503622617825,1,2,7,identity,0.7526,0.0024248711305964
google/vit-base-patch16-224,dermamnist,"[(7, 9)]",linear,0.7584372402327514,0.0044980047409704,1,2,7,identity,0.7562759767248545,0.0060333324394427
google/vit-base-patch16-224,imagenet-1k,"[(7, 9)]",linear,0.6126666666666667,0.0012662279942148,1,2,7,identity,0.5578666666666666,0.0030038863715748
google/vit-large-patch16-224,cifar100,"[(7, 9)]",linear,0.8577,0.0007,1,2,7,identity,0.8253666666666666,0.0022941955743426
google/vit-large-patch16-224,pneumoniamnist,"[(7, 9)]",linear,0.8274572649572649,0.0254567362338543,1,2,7,identity,0.8311965811965812,0.0191191561625783
google/vit-large-patch16-224,dermamnist,"[(7, 9)]",linear,0.7672485453034081,0.0095850608847212,1,2,7,identity,0.7607647547797174,0.0029224265721108
google/vit-large-patch16-224,imagenet-1k,"[(7, 9)]",linear,0.7658999999999999,0.0031796226191169,1,2,7,identity,0.7503000000000001,0.0002645751311065
microsoft/rad-dino,pneumoniamnist,"[(7, 9)]",linear,0.8685897435897436,0.0064102564102563,1,2,7,identity,0.8744658119658121,0.0106703976257682
microsoft/rad-dino,dermamnist,"[(7, 9)]",linear,0.7009143807148795,0.0094806832448101,1,2,7,identity,0.7002493765586034,0.0013195767137479
microsoft/rad-dino,cifar100,"[(7, 9)]",linear,0.2871333333333333,0.0057422411420396,1,2,7,identity,0.3149333333333333,0.0030730007050655
microsoft/rad-dino,imagenet-1k,"[(7, 9)]",linear,0.0775,0.0016522711641858,1,2,7,identity,0.0862,0.0017435595774162
facebook/deit-base-patch16-224,pneumoniamnist,"[(8, 10)]",linear,0.8210470085470085,0.018574079755036,1,2,8,identity,0.8231837606837606,0.0166800160213632
facebook/deit-base-patch16-224,dermamnist,"[(8, 10)]",linear,0.7404821280133,0.0047925304423606,1,2,8,identity,0.7487946799667498,0.0027469179786963
facebook/deit-base-patch16-224,cifar100,"[(8, 10)]",linear,0.7141333333333333,0.0028919428302326,1,2,8,identity,0.7326,0.0003605551275464
facebook/deit-base-patch16-224,imagenet-1k,"[(8, 10)]",linear,0.5408666666666667,0.0037072002014098,1,2,8,identity,0.6246333333333334,0.0021007935008784
facebook/deit-small-patch16-224,pneumoniamnist,"[(8, 10)]",linear,0.798076923076923,0.0146877426120379,1,2,8,identity,0.7948717948717948,0.0144230769230769
facebook/deit-small-patch16-224,dermamnist,"[(8, 10)]",linear,0.7230257689110556,0.0061557800769987,1,2,8,identity,0.7238570241064006,0.0020156867253503
facebook/deit-small-patch16-224,cifar100,"[(8, 10)]",linear,0.7129333333333333,0.0032036437588055,1,2,8,identity,0.7228,0.0029461839725312
facebook/deit-small-patch16-224,imagenet-1k,"[(8, 10)]",linear,0.6633333333333333,0.0009073771725877,1,2,8,identity,0.6745666666666666,0.0016653327995728
facebook/dinov2-base,pneumoniamnist,"[(8, 10)]",linear,0.8552350427350427,0.0120281306081172,1,2,8,identity,0.8669871794871794,0.0200160192256359
facebook/dinov2-base,cifar100,"[(8, 10)]",linear,0.7911999999999999,0.0084071398227934,1,2,8,identity,0.7391666666666667,0.0040991869112463
facebook/dinov2-base,dermamnist,"[(8, 10)]",linear,0.742643391521197,0.0310311027038449,1,2,8,identity,0.7356608478802992,0.0310311027038449
facebook/dinov2-base,imagenet-1k,"[(8, 10)]",linear,0.58296,0.0015805062480104,1,2,8,identity,0.47668,0.0038114301777679
google/vit-base-patch16-224,pneumoniamnist,"[(8, 10)]",linear,0.8338675213675213,0.0177250641271763,1,2,8,identity,0.8504273504273504,0.0231864683912508
google/vit-base-patch16-224,cifar100,"[(8, 10)]",linear,0.7986333333333334,0.0024214320831552,1,2,8,identity,0.7975,0.0013228756555322
google/vit-base-patch16-224,dermamnist,"[(8, 10)]",linear,0.7591022443890273,0.0052783068549917,1,2,8,identity,0.7665835411471322,0.0013195767137479
google/vit-base-patch16-224,imagenet-1k,"[(8, 10)]",linear,0.5705,0.0017320508075688,1,2,8,identity,0.6237666666666667,0.0038527046776691
google/vit-large-patch16-224,cifar100,"[(8, 10)]",linear,0.8574333333333334,0.0015044378795195,1,2,8,identity,0.8231999999999999,0.0032186953878862
google/vit-large-patch16-224,pneumoniamnist,"[(8, 10)]",linear,0.8344017094017094,0.0244795710200632,1,2,8,identity,0.8210470085470085,0.0256577135865872
google/vit-large-patch16-224,dermamnist,"[(8, 10)]",linear,0.7685785536159601,0.0040824702104102,1,2,8,identity,0.7619285120532003,0.0010382374062175
google/vit-large-patch16-224,imagenet-1k,"[(8, 10)]",linear,0.7629333333333334,0.0012858201014657,1,2,8,identity,0.7580666666666667,0.0025106440076867
microsoft/rad-dino,pneumoniamnist,"[(8, 10)]",linear,0.8851495726495727,0.0080660624308448,1,2,8,identity,0.87232905982906,0.0040330312154223
microsoft/rad-dino,dermamnist,"[(8, 10)]",linear,0.7020781379883624,0.0077320139346523,1,2,8,identity,0.7034081463009144,0.0122609436857804
microsoft/rad-dino,cifar100,"[(8, 10)]",linear,0.2828333333333333,0.0078831042954747,1,2,8,identity,0.3102,0.0040951190458886
microsoft/rad-dino,imagenet-1k,"[(8, 10)]",linear,0.0785333333333333,0.0020502032419575,1,2,8,identity,0.0824333333333333,0.0018717193521821
facebook/deit-base-patch16-224,pneumoniamnist,"[(9, 11)]",linear,0.8002136752136751,0.0209153546479187,1,2,9,identity,0.8130341880341879,0.0130521279090497
facebook/deit-base-patch16-224,dermamnist,"[(9, 11)]",linear,0.7353283458021612,0.0054938359573926,1,2,9,identity,0.7456359102244389,0.0035965598757745
facebook/deit-base-patch16-224,cifar100,"[(9, 11)]",linear,0.7352666666666666,0.004535783651513,1,2,9,identity,0.7454333333333333,0.0006658328118479
facebook/deit-base-patch16-224,imagenet-1k,"[(9, 11)]",linear,0.5933666666666667,0.0008082903768654,1,2,9,identity,0.6126,0.0027184554438136
facebook/deit-small-patch16-224,pneumoniamnist,"[(9, 11)]",linear,0.7686965811965812,0.0145413008427523,1,2,9,identity,0.7745726495726496,0.0187118374873258
facebook/deit-small-patch16-224,cifar100,"[(9, 11)]",linear,0.7210666666666666,0.0032883633213702,1,2,9,identity,0.7249666666666666,0.0013012814197295
facebook/deit-small-patch16-224,dermamnist,"[(9, 11)]",linear,0.7155444721529509,0.0037434182042219,1,2,9,identity,0.7255195344970905,0.0043000888300507
facebook/deit-small-patch16-224,imagenet-1k,"[(9, 11)]",linear,0.6984333333333334,0.0024214320831552,1,2,9,identity,0.6971666666666666,0.0011718930554164
facebook/dinov2-base,pneumoniamnist,"[(9, 11)]",linear,0.8717948717948718,0.0180599802397189,1,2,9,identity,0.8541666666666666,0.0032051282051281
facebook/dinov2-base,dermamnist,"[(9, 11)]",linear,0.7339983374896093,0.0179158154993158,1,2,9,identity,0.7544472152950955,0.0109989858068316
facebook/dinov2-base,cifar100,"[(9, 11)]",linear,0.7205666666666667,0.0091128114944473,1,2,9,identity,0.7311,0.0117910983373051
facebook/dinov2-base,imagenet-1k,"[(9, 11)]",linear,0.4608,0.0062621881159863,1,2,9,identity,0.46618,0.0045262567315608
google/vit-base-patch16-224,pneumoniamnist,"[(9, 11)]",linear,0.8376068376068376,0.0169851635636588,1,2,9,identity,0.8301282051282052,0.0241981872925344
google/vit-base-patch16-224,cifar100,"[(9, 11)]",linear,0.7724000000000001,0.0019313207915827,1,2,9,identity,0.7935666666666666,0.0029484459183327
google/vit-base-patch16-224,dermamnist,"[(9, 11)]",linear,0.7660847880299251,0.0013195767137478,1,2,9,identity,0.7632585203657523,0.0033208619044785
google/vit-base-patch16-224,imagenet-1k,"[(9, 11)]",linear,0.5064000000000001,0.0010148891565092,1,2,9,identity,0.5552,0.0
google/vit-large-patch16-224,cifar100,"[(9, 11)]",linear,0.8516666666666667,0.0003055050463303,1,2,9,identity,0.8245,0.0048218253804964
google/vit-large-patch16-224,pneumoniamnist,"[(9, 11)]",linear,0.8344017094017094,0.0307981523619649,1,2,9,identity,0.8221153846153846,0.0312808033588832
google/vit-large-patch16-224,dermamnist,"[(9, 11)]",linear,0.7642560266001662,0.0054938359573926,1,2,9,identity,0.7614297589359934,0.0042418456599079
google/vit-large-patch16-224,imagenet-1k,"[(9, 11)]",linear,0.7571333333333333,0.0037220066272554,1,2,9,identity,0.7531666666666667,0.0034078341117685
microsoft/rad-dino,pneumoniamnist,"[(9, 11)]",linear,0.8782051282051282,0.008922699299407,1,2,9,identity,0.8803418803418803,0.006476685712063
microsoft/rad-dino,dermamnist,"[(9, 11)]",linear,0.7029093931837074,0.0081088933654246,1,2,9,identity,0.6947630922693268,0.0165342488321703
microsoft/rad-dino,cifar100,"[(9, 11)]",linear,0.2882666666666666,0.0036555893277737,1,2,9,identity,0.3044,0.013672234638127
microsoft/rad-dino,imagenet-1k,"[(9, 11)]",linear,0.0792666666666666,0.0017473789896108,1,2,9,identity,0.0870666666666666,0.0009291573243177
google/vit-large-patch16-224,cifar100,"[(10, 12)]",linear,0.8505333333333334,0.0022007574453658,1,2,10,identity,0.8337,0.0021656407827707
google/vit-large-patch16-224,pneumoniamnist,"[(10, 12)]",linear,0.843482905982906,0.0280028684232503,1,2,10,identity,0.8413461538461539,0.0262351050380527
google/vit-large-patch16-224,dermamnist,"[(10, 12)]",linear,0.7635910224438902,0.0043193286971792,1,2,10,identity,0.7584372402327514,0.005672060551698
google/vit-large-patch16-224,imagenet-1k,"[(10, 12)]",linear,0.7585333333333333,0.0007094598884597,1,2,10,identity,0.7550666666666667,0.0021221058723195
google/vit-large-patch16-224,cifar100,"[(11, 13)]",linear,0.8455666666666666,0.0020108041509141,1,2,11,identity,0.8342666666666667,0.0027024680078279
google/vit-large-patch16-224,pneumoniamnist,"[(11, 13)]",linear,0.8338675213675213,0.0187803374265458,1,2,11,identity,0.8466880341880342,0.0160523282065348
google/vit-large-patch16-224,imagenet-1k,"[(11, 13)]",linear,0.7622666666666666,0.0012055427546683,1,2,11,identity,0.7514666666666666,0.004508140784551
google/vit-large-patch16-224,dermamnist,"[(11, 13)]",linear,0.7581047381546134,0.0080266717902399,1,2,11,identity,0.7579384871155445,0.0025594022141879
google/vit-large-patch16-224,cifar100,"[(12, 14)]",linear,0.8517666666666667,0.0015821925715074,1,2,12,identity,0.8419666666666666,0.0021548395145192
google/vit-large-patch16-224,pneumoniamnist,"[(12, 14)]",linear,0.8370726495726496,0.0172849248796618,1,2,12,identity,0.8392094017094017,0.0240028225840394
google/vit-large-patch16-224,imagenet-1k,"[(12, 14)]",linear,0.7656333333333333,0.0031374086972107,1,2,12,identity,0.7595999999999999,0.001044030650891
google/vit-large-patch16-224,dermamnist,"[(12, 14)]",linear,0.7562759767248545,0.0059503009702986,1,2,12,identity,0.7499584372402328,0.0036763664817117
google/vit-large-patch16-224,cifar100,"[(13, 15)]",linear,0.8492999999999999,0.001682260384126,1,2,13,identity,0.8445999999999999,0.0041940433951021
google/vit-large-patch16-224,pneumoniamnist,"[(13, 15)]",linear,0.8317307692307692,0.0196926373837251,1,2,13,identity,0.8370726495726496,0.0226825574204723
google/vit-large-patch16-224,imagenet-1k,"[(13, 15)]",linear,0.7687333333333334,0.0031879983270593,1,2,13,identity,0.7661666666666666,0.0028095076674274
google/vit-large-patch16-224,dermamnist,"[(13, 15)]",linear,0.7576059850374065,0.0060470601760508,1,2,13,identity,0.7554447215295096,0.0053330057962911
google/vit-large-patch16-224,cifar100,"[(14, 16)]",linear,0.8523666666666667,0.00428991064398,1,2,14,identity,0.8481666666666667,0.0048747649515984
google/vit-large-patch16-224,pneumoniamnist,"[(14, 16)]",linear,0.8317307692307692,0.0315668519288336,1,2,14,identity,0.826923076923077,0.0266719823350853
google/vit-large-patch16-224,imagenet-1k,"[(14, 16)]",linear,0.7722333333333333,0.0006429100507328,1,2,14,identity,0.7663666666666668,0.0017925772879664
google/vit-large-patch16-224,dermamnist,"[(14, 16)]",linear,0.7635910224438902,0.007193119751549,1,2,14,identity,0.7592684954280964,0.0083655831257916
google/vit-large-patch16-224,cifar100,"[(15, 17)]",linear,0.8542333333333333,0.001501110699893,1,2,15,identity,0.8527666666666667,0.0016623276853055
google/vit-large-patch16-224,pneumoniamnist,"[(15, 17)]",linear,0.8301282051282052,0.0242511954333678,1,2,15,identity,0.8333333333333334,0.0242511954333678
google/vit-large-patch16-224,imagenet-1k,"[(15, 17)]",linear,0.7670333333333333,0.0017214335111567,1,2,15,identity,0.7660666666666667,0.001594783161854
google/vit-large-patch16-224,dermamnist,"[(15, 17)]",linear,0.7594347464671655,0.0069884786556886,1,2,15,identity,0.7554447215295096,0.0063546184051924
google/vit-large-patch16-224,cifar100,"[(16, 18)]",linear,0.8591666666666667,0.0027428695436227,1,2,16,identity,0.8590666666666666,0.001446835627614
google/vit-large-patch16-224,pneumoniamnist,"[(16, 18)]",linear,0.8311965811965812,0.0259562619941374,1,2,16,identity,0.8258547008547009,0.0200373924503323
google/vit-large-patch16-224,imagenet-1k,"[(16, 18)]",linear,0.7645333333333334,0.0032316146634976,1,2,16,identity,0.7648666666666667,0.0027646579052991
google/vit-large-patch16-224,dermamnist,"[(16, 18)]",linear,0.7552784704904406,0.0107473292494723,1,2,16,identity,0.7512884455527846,0.0070593096410846
google/vit-large-patch16-224,cifar100,"[(17, 19)]",linear,0.8533,0.000916515138991,1,2,17,identity,0.8555333333333334,0.0022898325994127
google/vit-large-patch16-224,pneumoniamnist,"[(17, 19)]",linear,0.826388888888889,0.0204182851000175,1,2,17,identity,0.829594017094017,0.0195836568160505
google/vit-large-patch16-224,dermamnist,"[(17, 19)]",linear,0.7576059850374065,0.0090740176551921,1,2,17,identity,0.7612635078969244,0.0065853041796636
google/vit-large-patch16-224,imagenet-1k,"[(17, 19)]",linear,0.7461000000000001,0.0005291502622129,1,2,17,identity,0.7572,0.0001732050807568
google/vit-large-patch16-224,cifar100,"[(18, 20)]",linear,0.8488333333333333,0.0029838453936712,1,2,18,identity,0.8512,0.0023579652245103
google/vit-large-patch16-224,pneumoniamnist,"[(18, 20)]",linear,0.8274572649572649,0.0257576142120538,1,2,18,identity,0.8509615384615384,0.0211999303771201
google/vit-large-patch16-224,dermamnist,"[(18, 20)]",linear,0.7640897755610973,0.0064837905236907,1,2,18,identity,0.7649210307564421,0.0077320139346523
google/vit-large-patch16-224,imagenet-1k,"[(18, 20)]",linear,0.7333666666666666,0.0026727015047201,1,2,18,identity,0.7462,0.0037363083384539
google/vit-large-patch16-224,cifar100,"[(19, 21)]",linear,0.8614666666666667,0.0036473734842121,1,2,19,identity,0.8606666666666666,0.0028536526301099
google/vit-large-patch16-224,pneumoniamnist,"[(19, 21)]",linear,0.8333333333333334,0.0349270748681143,1,2,19,identity,0.8450854700854701,0.012853856213158
google/vit-large-patch16-224,dermamnist,"[(19, 21)]",linear,0.7644222776392352,0.0037434182042219,1,2,19,identity,0.7642560266001662,0.0088707042872513
google/vit-large-patch16-224,imagenet-1k,"[(19, 21)]",linear,0.7453,0.0052678268764263,1,2,19,identity,0.7480333333333333,0.0010016652800877
google/vit-large-patch16-224,cifar100,"[(20, 22)]",linear,0.8612666666666667,0.0026312227829154,1,2,20,identity,0.8645999999999999,0.0010816653826392
google/vit-large-patch16-224,pneumoniamnist,"[(20, 22)]",linear,0.8360042735042734,0.0263490650750823,1,2,20,identity,0.8386752136752137,0.0274938231462772
google/vit-large-patch16-224,dermamnist,"[(20, 22)]",linear,0.7581047381546134,0.0095156030066528,1,2,20,identity,0.7602660016625103,0.0093618674814969
google/vit-large-patch16-224,imagenet-1k,"[(20, 22)]",linear,0.7486333333333333,0.0032331615074618,1,2,20,identity,0.7543666666666667,0.0024583192089989
google/vit-large-patch16-224,cifar100,"[(21, 23)]",linear,0.8659666666666667,0.0016563010998406,1,2,21,identity,0.8677999999999999,0.0006557438524302
google/vit-large-patch16-224,pneumoniamnist,"[(21, 23)]",linear,0.829594017094017,0.0297806834717229,1,2,21,identity,0.8386752136752137,0.0217579186478806
google/vit-large-patch16-224,imagenet-1k,"[(21, 23)]",linear,0.7669666666666667,0.0013796134724383,1,2,21,identity,0.7657666666666666,0.0026312227829154
google/vit-large-patch16-224,dermamnist,"[(21, 23)]",linear,0.7552784704904406,0.0070769066180524,1,2,21,identity,0.7577722360764755,0.0113331517653561
