model,dataset,head_dict,total_heads_kept,accuracy_mean,accuracy_std
facebook/dinov2-base,mnist,"{0: [0, 1, 2, 7, 8, 9], 1: [0, 1, 2, 3, 4, 5, 10, 11], 2: [0, 2, 8], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 4, 6, 7, 10], 5: [0, 3, 4, 5, 10], 6: [0, 1, 5], 7: [0, 3, 4, 6, 10], 8: [0, 2, 4, 7, 9], 9: [0, 1], 10: [0], 11: [0]}",52,0.717,0.06120955807714998
facebook/dinov2-base,mnist,"{0: [0, 1, 2], 1: [0, 1, 2, 3, 10], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 4, 6, 7], 5: [0], 6: [0], 7: [0, 4], 8: [0], 9: [0], 10: [0], 11: [0]}",30,0.4533666666666667,0.0372760423507289
facebook/dinov2-base,mnist,"{0: [0, 1, 2], 1: [0, 1, 2, 3, 10], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 6, 7], 5: [0], 6: [0], 7: [0, 4], 8: [0], 9: [0], 10: [0], 11: [0]}",29,0.46013333333333334,0.03338327924775116
facebook/dinov2-base,mnist,"{0: [0, 1, 2], 1: [0, 1, 2, 3, 4, 5, 11], 2: [0, 2, 8], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 4, 6, 7], 5: [0, 3, 4, 5], 6: [0, 1, 5], 7: [0, 3, 4, 6], 8: [0], 9: [0], 10: [0], 11: [0]}",40,0.48206666666666664,0.043205362321514375
facebook/dinov2-base,mnist,"{0: [0, 1, 2], 1: [0, 1, 2, 3, 4], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 4, 6, 7], 5: [0, 3], 6: [0, 1, 5], 7: [0, 3, 4, 6], 8: [0], 9: [0], 10: [0], 11: [0]}",35,0.48943333333333333,0.029698877644337533
facebook/dinov2-base,mnist,"{0: [0, 1, 2], 1: [0, 1, 2, 3, 4], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 4, 6, 7], 5: [0], 6: [0, 1, 5], 7: [0, 4], 8: [0], 9: [0], 10: [0], 11: [0]}",32,0.4658333333333333,0.030823421830376535
facebook/dinov2-base,mnist,"{0: [0, 2], 1: [0, 1, 2, 3, 10], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 7], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",26,0.46103333333333335,0.02513450483565041
facebook/dinov2-base,mnist,"{0: [0, 2], 1: [0, 1, 2, 3], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 7], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",25,0.46290000000000003,0.022951470541122187
facebook/dinov2-base,mnist,"{0: [0], 1: [0, 1, 2, 3], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 3, 7], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",23,0.4598333333333333,0.027302808158380577
facebook/dinov2-base,mnist,"{0: [0], 1: [0, 1, 2, 3], 2: [0, 2], 3: [0, 1, 2, 8], 4: [0, 3, 4], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",21,0.45730000000000004,0.030005166221835862
facebook/dinov2-base,mnist,"{0: [0], 1: [0, 1, 2, 3], 2: [0, 2], 3: [0, 1, 2, 8], 4: [0, 3, 7], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",21,0.4580666666666667,0.02930688201316089
facebook/dinov2-base,mnist,"{0: [0], 1: [0, 1, 2, 3], 2: [0], 3: [0, 1], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",16,0.4506333333333334,0.019956536105580378
facebook/dinov2-base,mnist,"{0: [0], 1: [0, 1, 2], 2: [0], 3: [0, 1], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",15,0.4504333333333333,0.021288807701074615
facebook/dinov2-base,mnist,"{0: [0], 1: [0, 4], 2: [0], 3: [0, 2], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",14,0.441,0.030520648748019776
facebook/dinov2-base,mnist,"{1: [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11], 2: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 11: [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11]}",141,0.9726333333333333,0.0043661577311559846
facebook/dinov2-base,mnist,"{1: [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11], 2: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 3: [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11], 6: [0, 1, 2, 3, 4, 5, 6, 7, 11], 7: [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11], 10: [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11], 11: [0, 1, 3, 5, 6]}",129,0.9747333333333333,0.004045161719058085
facebook/dinov2-base,mnist,{},144,0.9687333333333333,0.005965176722724455
google/vit-large-patch16-224,cifar100,"{0: [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15], 20: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15], 21: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15], 22: [0, 1, 2, 5, 6, 7, 8, 10, 13, 14]}",374,0.8634333333333334,0.0026312227829154104
google/vit-large-patch16-224,cifar100,"{0: [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 15], 5: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15], 14: [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15], 15: [0, 1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15], 16: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15], 17: [0, 1, 2, 3, 6, 7, 8, 10, 12, 14, 15], 18: [0, 2, 3, 7, 9, 14], 19: [0, 6, 8, 13, 14, 15], 20: [0], 21: [0, 13], 22: [0, 5], 23: [0, 2, 6, 7, 10, 11, 13, 14, 15]}",299,0.8426333333333332,0.0027537852736430803
google/vit-large-patch16-224,cifar100,"{0: [0, 1, 2, 3, 4, 5, 6, 8, 9, 15], 1: [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15], 2: [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15], 5: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15], 7: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 8: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 11: [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15], 12: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14], 13: [0, 1, 2, 5, 8, 10, 11, 13, 15], 14: [0, 1, 5, 7, 8, 9, 10, 11, 12, 13], 15: [0, 1, 6, 9], 16: [0, 5, 6, 10, 15], 17: [0, 1, 7], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0, 2, 10, 11, 13, 14]}",233,0.7908666666666667,0.012333018013987231
google/vit-large-patch16-224,cifar100,"{0: [0, 1, 2, 3, 4, 5, 6, 9, 15], 1: [0, 1, 3, 5, 7, 8, 9, 10, 11, 12, 13], 2: [0, 1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14], 4: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14], 5: [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15], 6: [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14, 15], 7: [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14], 8: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 9: [0, 1, 2, 3, 4, 6, 7, 8, 9, 12, 14, 15], 10: [0, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15], 11: [0, 1, 2, 3, 7, 9, 10, 15], 12: [0, 3, 6, 9], 13: [0, 1, 13, 15], 14: [0, 5], 15: [0], 16: [0], 17: [0, 1], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0, 3, 13, 14]}",174,0.6855333333333333,0.008592050589546927
google/vit-large-patch16-224,cifar100,"{0: [0, 1, 3, 4, 5, 6, 9, 15], 1: [0, 1, 3, 7, 8, 9, 10, 11, 12, 13], 2: [0, 1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 15], 3: [0, 1, 2, 3, 5, 7, 8, 9, 10, 13, 14, 15], 4: [0, 1, 2, 3, 4, 5, 6, 7, 9, 11, 14], 5: [0, 1, 2, 4, 5, 6, 7, 8, 10, 11, 13, 15], 6: [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 14, 15], 7: [0, 1, 3, 6, 7, 9, 10, 11, 12, 13], 8: [0, 1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13], 9: [0, 1, 2, 3, 4, 6, 8, 12, 14], 10: [0, 2, 3, 4, 5, 8, 9, 10], 11: [0, 1, 2, 7], 12: [0, 6], 13: [0, 15], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0, 6]}",137,0.6176,0.0028618176042508607
google/vit-large-patch16-224,cifar100,"{0: [0, 1, 4, 5, 9, 11], 1: [0, 1, 3, 7, 8], 2: [0, 1, 2, 3, 5, 8, 11, 15], 3: [0, 1, 2, 3, 5, 7, 8, 14, 15], 4: [0, 1, 2, 3, 4, 5, 6, 7, 11, 13, 14], 5: [0, 1, 2, 4, 6, 7, 11, 13, 15], 6: [0, 1, 5, 6, 10, 11, 14, 15], 7: [0, 3, 4, 7, 9], 8: [0, 2, 5, 6, 9, 11], 9: [0, 1, 6], 10: [0, 2, 3, 4, 8], 11: [0, 2, 5], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",90,0.4680333333333333,0.0017097758137642925
google/vit-large-patch16-224,cifar100,"{0: [0, 1, 5, 9], 1: [0, 1, 4, 7, 8, 10], 2: [0, 1, 3, 5, 8, 11], 3: [0, 1, 3, 7, 10, 14], 4: [0, 2, 3, 4, 5, 6, 7, 13], 5: [0, 1, 2, 4, 9, 13, 15], 6: [0, 1, 10, 11, 14, 15], 7: [0, 3, 7, 12], 8: [0, 6, 8], 9: [0, 1], 10: [0, 3, 4, 8], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",69,0.39873333333333333,0.0041016256939576095
google/vit-large-patch16-224,cifar100,"{0: [0, 1, 5], 1: [0, 1, 4, 7, 10], 2: [0, 1, 3, 5, 10, 11], 3: [0, 7, 8, 14], 4: [0, 2, 3, 4, 7], 5: [0, 1, 2, 4, 13], 6: [0, 10, 12, 14], 7: [0, 3, 7], 8: [0, 6, 8], 9: [0, 4], 10: [0, 8, 15], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",56,0.2986666666666667,0.0033650160970392856
google/vit-large-patch16-224,cifar100,"{0: [0, 4, 5, 9], 1: [0, 1, 7, 10], 2: [0, 1, 3, 11], 3: [0, 7, 8, 14], 4: [0, 2, 3, 4], 5: [0, 1, 2, 4, 13], 6: [0, 14], 7: [0, 3], 8: [0, 6], 9: [0, 4], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",47,0.27373333333333333,0.006425988899253837
google/vit-large-patch16-224,cifar100,"{0: [0, 5, 8], 1: [0, 1, 7, 10], 2: [0, 1, 3, 11], 3: [0, 7, 14], 4: [0, 2, 3], 5: [0, 1, 2], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",38,0.29563333333333336,0.004252450274057693
google/vit-large-patch16-224,cifar100,"{0: [0, 5, 9], 1: [0, 1, 7, 10], 2: [0, 1, 3, 11], 3: [0, 7, 14], 4: [0, 4], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",35,0.2880666666666667,0.003728717384481346
google/vit-large-patch16-224,cifar100,"{0: [0, 5], 1: [0, 1, 7], 2: [0, 1, 3, 11], 3: [0, 14], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",31,0.2625,0.010737318100903958
google/vit-large-patch16-224,cifar100,"{0: [0, 5], 1: [0, 1, 7], 2: [0, 1, 3, 11], 3: [0, 7, 14], 4: [0, 4], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",33,0.26356666666666667,0.008434650753489028
google/vit-large-patch16-224,cifar100,"{0: [0, 5], 1: [0, 1, 7], 2: [0, 2, 3, 11], 3: [0, 14], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",31,0.26313333333333333,0.008800189391901327
google/vit-large-patch16-224,cifar100,"{0: [0, 5], 1: [0, 1, 7], 2: [0, 3, 5, 11], 3: [0, 14], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",31,0.27573333333333333,0.009383140909809106
google/vit-large-patch16-224,cifar100,"{0: [0], 1: [0, 1, 7], 2: [0, 3, 11], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",28,0.2618,0.007092954250522139
google/vit-large-patch16-224,cifar100,"{0: [0], 1: [0], 2: [0], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",24,0.2616,0.005121523210920722
google/vit-large-patch16-224,cifar100,{},384,0.8637333333333334,0.002514623895005656
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15], 3: [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 4: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15], 5: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15], 7: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 8: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 11: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15], 13: [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15], 14: [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15], 15: [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15], 16: [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15], 17: [0, 1, 2, 3, 6, 8, 10, 15], 18: [0, 2, 3], 19: [0, 6, 8], 20: [0], 21: [0], 22: [0], 23: [0, 6, 11, 13]}",280,0.6865333333333333,0.000929157324317769
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 1, 2, 3, 4, 5, 6, 7, 9, 15], 1: [0, 1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 2: [0, 1, 2, 3, 4, 6, 8, 10, 11, 12, 13, 14, 15], 3: [0, 1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 14, 15], 4: [0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 13, 14, 15], 5: [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15], 6: [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14, 15], 7: [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14], 8: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 9: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15], 10: [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15], 11: [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12], 12: [0, 2, 3, 4, 5, 6, 7, 8, 9, 12, 14], 13: [0, 1, 2, 11, 13, 15], 14: [0, 1, 5, 8, 10, 13], 15: [0, 6, 9], 16: [0, 5, 10], 17: [0, 1], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0, 10, 11, 13]}",199,0.5111666666666667,0.005257692776621063
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 1, 3, 4, 5, 6, 7, 9, 15], 1: [0, 1, 3, 6, 7, 8, 10, 11, 12], 2: [0, 1, 2, 3, 5, 6, 8, 11, 13], 3: [0, 1, 2, 3, 5, 7, 8, 14, 15], 4: [0, 1, 2, 3, 4, 5, 7, 11, 12, 13, 14], 5: [0, 1, 2, 4, 5, 6, 7, 8, 10, 11, 13, 15], 6: [0, 1, 3, 4, 5, 6, 7, 8, 10, 11, 14, 15], 7: [0, 1, 2, 3, 5, 7, 9, 10, 11, 12, 13], 8: [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13], 9: [0, 1, 2, 3, 4, 6, 7, 8, 9, 14, 15], 10: [0, 1, 2, 3, 4, 5, 8, 9, 10, 13, 15], 11: [0, 1, 2, 3, 7, 9], 12: [0, 6, 9, 14], 13: [0, 1, 11], 14: [0, 5], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",140,0.3425,0.0019078784028338884
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 1, 4, 5, 7, 9, 11], 1: [0, 1, 3, 6, 7, 9], 2: [0, 1, 2, 3, 5, 8, 11], 3: [0, 1, 2, 5, 7, 14], 4: [0, 1, 2, 3, 4, 5, 7, 11, 13], 5: [0, 1, 2, 4, 5, 6, 7, 13, 15], 6: [0, 1, 6, 7, 8, 10, 14, 15], 7: [0, 3, 4, 7, 9], 8: [0, 2, 5, 6, 9, 10, 11], 9: [0, 1, 4, 8], 10: [0, 2, 3, 4, 8, 9], 11: [0, 1, 2], 12: [0], 13: [0, 4], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",90,0.11620000000000001,0.002605762844159079
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 1, 5, 7, 9], 1: [0, 1, 3, 7, 9], 2: [0, 1, 2, 3, 10, 11], 3: [0, 7, 8, 14], 4: [0, 2, 3, 4, 5], 5: [0, 1, 2, 4, 7, 9, 13], 6: [0, 1, 10, 11, 14], 7: [0, 3, 7], 8: [0, 6, 8, 9], 9: [0, 1, 6], 10: [0, 2, 3, 4, 8], 11: [0, 1], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",66,0.07253333333333334,0.0005686240703077298
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 1, 5, 7], 1: [0, 1, 7, 10], 2: [0, 1, 2, 3, 11], 3: [0, 7, 8, 14], 4: [0, 2, 3, 4], 5: [0, 1, 2, 4, 9, 13], 6: [0, 1, 10, 14], 7: [0, 3, 7], 8: [0, 6, 8], 9: [0, 4], 10: [0, 3, 8], 11: [0, 10], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",56,0.059533333333333334,0.0019218047073866105
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 5, 15], 1: [0, 1, 7, 10], 2: [0, 1, 3, 11], 3: [0, 7, 14], 4: [0, 4], 5: [0, 2], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",36,0.06799999999999999,0.004592385001282012
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 5, 15], 1: [0, 1, 7], 2: [0, 1, 3, 11], 3: [0, 7, 14], 4: [0, 4], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",34,0.06353333333333333,0.002173323108360407
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 5, 8, 9], 1: [0, 1, 7, 10], 2: [0, 1, 2, 3, 11], 3: [0, 7, 14], 4: [0, 2, 3], 5: [0, 1, 2, 4], 6: [0], 7: [0, 3], 8: [0, 6], 9: [0, 4], 10: [0, 8, 15], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",46,0.057466666666666666,0.0022941955743426344
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 5, 8], 1: [0, 1, 7, 10], 2: [0, 1, 2, 3, 11], 3: [0, 7, 14], 4: [0, 2, 3], 5: [0, 1, 2, 4], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",40,0.059566666666666664,0.0017243356208503416
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 5], 1: [0, 1, 7], 2: [0, 1, 3, 11], 3: [0, 7, 14], 4: [0, 4], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",33,0.054400000000000004,0.0006244997998398407
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 5], 1: [0, 1, 7], 2: [0, 2, 3, 11], 3: [0, 14], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",31,0.05503333333333333,0.0008504900548115399
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 5], 1: [0, 1, 7], 2: [0, 3, 11], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",29,0.05676666666666667,0.0011676186592091316
google/vit-large-patch16-224,imagenet-1k,"{0: [0], 1: [0], 2: [0], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",24,0.05723333333333333,0.0020207259421636922
google/vit-large-patch16-224,imagenet-1k,"{22: [0, 1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15]}",382,0.7868333333333334,0.004441095960833705
google/vit-large-patch16-224,imagenet-1k,"{3: [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15], 14: [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15], 19: [0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15], 20: [0, 1, 4, 5, 6, 8, 11, 12, 13], 21: [0, 1, 13], 22: [0, 6, 13], 23: [0, 2, 6, 11, 13]}",336,0.7559,0.002271563338320129
google/vit-large-patch16-224,imagenet-1k,{},384,0.7846000000000001,0.0014933184523067734
google/vit-large-patch16-224,mnist,"{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15]}",383,0.9715333333333334,0.0024542480178932954
google/vit-large-patch16-224,mnist,"{0: [0, 1, 5, 6, 14, 15], 1: [0, 1, 3, 4, 7, 8, 9, 10, 11, 12, 15], 2: [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 15], 3: [0, 1, 2, 3, 4, 5, 7, 8, 9, 11, 14, 15], 4: [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12], 5: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15], 6: [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 14, 15], 7: [0, 1, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 15], 8: [0, 1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15], 9: [0, 1, 2, 3, 5, 7, 12], 10: [0, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15], 11: [0, 1, 2, 4, 7, 10, 15], 12: [0, 3, 5, 6, 7, 8, 9, 11, 13, 14], 13: [0, 1, 3, 8, 13, 15], 14: [0, 1, 5, 8, 10, 12], 15: [0, 1, 5, 6, 9], 16: [0, 3, 6, 10, 11], 17: [0, 1, 6], 18: [0, 2], 19: [0], 20: [0, 11], 21: [0, 13], 22: [0, 4, 6], 23: [0, 1, 2, 9, 10, 11, 13, 14, 15]}",189,0.9685,0.003716180835212377
