model,dataset,head_dict,total_heads_kept,accuracy_mean,accuracy_std,threshold,attention_head_saving,model_size
facebook/deit-small-patch16-224,imagenet-1k,"{0: [0], 1: [0], 2: [0], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",12,0.07996666666666667,0.001115048578911844,0.15,5.88,16.220000000000002
facebook/deit-small-patch16-224,imagenet-1k,"{0: [0], 1: [0, 1, 2], 2: [0], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",14,0.0883,0.0021377558326431895,0.2,5.684,16.416
facebook/deit-small-patch16-224,imagenet-1k,"{0: [0], 1: [0, 1, 2], 2: [0], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",14,0.0883,0.0021377558326431895,0.25,5.684,16.416
facebook/deit-small-patch16-224,imagenet-1k,"{0: [0], 1: [0, 1, 2], 2: [0], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",14,0.0883,0.0021377558326431895,0.3,5.684,16.416
facebook/deit-small-patch16-224,imagenet-1k,"{0: [0], 1: [0, 1, 2], 2: [0, 5], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",15,0.09506666666666667,0.000550757054728619,0.35,5.586,16.514000000000003
facebook/deit-small-patch16-224,imagenet-1k,"{0: [0], 1: [0, 1, 2], 2: [0, 5], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",15,0.09506666666666667,0.000550757054728619,0.4,5.586,16.514000000000003
facebook/deit-small-patch16-224,imagenet-1k,"{0: [0], 1: [0, 1, 2], 2: [0, 1, 5], 3: [0], 4: [0], 5: [0, 2], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",17,0.10203333333333332,0.002059935274064051,0.45,5.390000000000001,16.71
facebook/deit-small-patch16-224,imagenet-1k,"{0: [0], 1: [0, 1, 2], 2: [0, 1, 5], 3: [0], 4: [0, 2, 4], 5: [0, 2], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0, 5]}",20,0.13476666666666667,0.0014843629385474725,0.5,5.096,17.004
facebook/deit-small-patch16-224,imagenet-1k,"{0: [0], 1: [0, 1, 2], 2: [0, 1, 4, 5], 3: [0], 4: [0, 2, 4], 5: [0, 2], 6: [0, 5], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0, 5]}",22,0.1595,0.002762245463386629,0.55,4.9,17.200000000000003
facebook/deit-small-patch16-224,imagenet-1k,"{0: [0], 1: [0, 1, 2], 2: [0, 1, 4, 5], 3: [0, 5], 4: [0, 2, 4], 5: [0, 2, 4], 6: [0, 3], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0, 5]}",24,0.17036666666666667,0.0020744477176668765,0.6,4.704000000000001,17.396
facebook/deit-small-patch16-224,imagenet-1k,"{0: [0, 2], 1: [0, 1, 2, 4], 2: [0, 1, 4, 5], 3: [0, 2], 4: [0, 2, 4, 5], 5: [0, 1, 2, 4], 6: [0, 3], 7: [0, 1, 4], 8: [0], 9: [0], 10: [0], 11: [0, 5]}",30,0.28626666666666667,0.0030088757590391417,0.65,4.1160000000000005,17.984
facebook/deit-small-patch16-224,imagenet-1k,"{0: [0, 2], 1: [0, 1, 2, 4], 2: [0, 1, 4, 5], 3: [0, 2, 3, 4], 4: [0, 1, 4, 5], 5: [0, 1, 2, 4], 6: [0, 3, 4], 7: [0, 1, 3, 4], 8: [0], 9: [0, 2], 10: [0], 11: [0, 5]}",35,0.31616666666666665,0.0047120413127787145,0.7,3.6260000000000003,18.474
facebook/deit-small-patch16-224,imagenet-1k,"{0: [0, 2, 4], 1: [0, 1, 2, 3, 4], 2: [0, 1, 4, 5], 3: [0, 1, 2, 3, 4], 5: [0, 1, 2, 4, 5], 7: [0, 1, 2, 3, 4], 9: [0, 1, 2, 3, 4], 10: [0], 11: [0, 5]}",53,0.5441666666666666,0.001604161255402065,0.75,1.862,20.238
facebook/deit-small-patch16-224,imagenet-1k,"{0: [0, 2, 4], 10: [0, 2], 11: [0, 5]}",61,0.7233666666666667,0.0018230011885166978,0.8,1.078,21.022000000000002
facebook/deit-small-patch16-224,imagenet-1k,"{0: [0, 2, 4], 10: [0, 1], 11: [0, 5]}",61,0.7229000000000001,0.001452583904633385,0.85,1.078,21.022000000000002
facebook/deit-small-patch16-224,imagenet-1k,"{0: [0, 2, 4, 5], 11: [0, 3, 5]}",67,0.7357333333333335,0.0010066445913694327,0.9,0.49,21.610000000000003
facebook/deit-small-patch16-224,imagenet-1k,{},72,0.7374333333333333,0.0013650396819628716,0.95,0.0,22.1
facebook/deit-small-patch16-224,imagenet-1k,{},72,0.7374333333333333,0.0013650396819628716,1.0,0.0,22.1
facebook/dinov2-base,imagenet-1k,"{0: [0], 1: [0], 2: [0], 3: [0, 2], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",13,0.0112,0.003686461718233352,0.05,25.676000000000002,60.324
facebook/dinov2-base,imagenet-1k,"{0: [0], 1: [0, 1, 2], 2: [0], 3: [0, 1], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",15,0.011233333333333333,0.004352393977265079,0.1,25.284000000000002,60.715999999999994
facebook/dinov2-base,imagenet-1k,"{0: [0], 1: [0, 1, 2], 2: [0], 3: [0, 1], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",15,0.011233333333333333,0.004352393977265079,0.15,25.284000000000002,60.715999999999994
facebook/dinov2-base,imagenet-1k,"{0: [0, 1, 6], 1: [0, 1, 2, 3], 2: [0], 3: [0, 1], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",18,0.011066666666666667,0.003924708057083143,0.2,24.696,61.304
facebook/dinov2-base,imagenet-1k,"{0: [0, 1, 6, 7], 1: [0, 1, 2, 3], 2: [0], 3: [0, 1, 2, 8], 4: [0, 3], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",22,0.0112,0.0033778691508109084,0.25,23.912000000000003,62.087999999999994
facebook/dinov2-base,imagenet-1k,"{0: [0, 1, 6, 7], 1: [0, 1, 2, 3, 5], 2: [0], 3: [0, 1, 2, 8], 4: [0, 3, 4], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",24,0.0114,0.004457577817604534,0.3,23.52,62.480000000000004
facebook/dinov2-base,imagenet-1k,"{0: [0, 1, 6, 7], 1: [0, 1, 2, 3, 5], 2: [0, 2], 3: [0, 1, 2, 8], 4: [0, 3, 4], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",25,0.010433333333333334,0.003685557397915996,0.35,23.324,62.676
facebook/dinov2-base,imagenet-1k,"{0: [0, 1, 6, 7, 9], 1: [0, 1, 2, 3, 5], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 3, 6], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",28,0.015,0.0020223748416156677,0.4,22.736,63.263999999999996
facebook/dinov2-base,imagenet-1k,"{0: [0, 1, 6, 7, 8, 9], 1: [0, 1, 2, 3, 5], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 3, 4, 8], 5: [0], 6: [0, 1, 5], 7: [0, 4], 8: [0], 9: [0], 10: [0], 11: [0]}",33,0.013366666666666667,0.0038798625405203893,0.45,21.756,64.244
facebook/dinov2-base,imagenet-1k,"{0: [0, 1, 6, 7, 8, 9, 11], 1: [0, 1, 2, 3, 5], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 4, 7], 5: [0], 6: [0, 1, 5], 7: [0, 4], 8: [0], 9: [0], 10: [0], 11: [0]}",35,0.013833333333333331,0.004535783651513079,0.5,21.364,64.636
facebook/dinov2-base,imagenet-1k,"{0: [0, 1, 6, 7, 8, 9, 11], 1: [0, 1, 2, 3, 4], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 4, 6, 7], 5: [0, 3], 6: [0, 1, 5], 7: [0, 4], 8: [0], 9: [0], 10: [0], 11: [0]}",37,0.012000000000000002,0.003304542328371661,0.55,20.972,65.02799999999999
facebook/dinov2-base,imagenet-1k,"{0: [0, 1, 2, 4, 6, 7, 8, 9], 1: [0, 1, 2, 3, 4, 8], 2: [0, 2, 8], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 4, 6, 7], 5: [0, 3], 6: [0, 1, 5], 7: [0, 3, 6, 7], 8: [0], 9: [0], 10: [0], 11: [0]}",42,0.01576666666666667,0.004140450861118064,0.6,19.992,66.008
facebook/dinov2-base,imagenet-1k,"{0: [0, 1, 2, 3, 6, 7, 8, 9], 1: [0, 1, 2, 3, 4, 5, 8], 2: [0, 2, 8], 3: [0, 1, 2, 3, 8, 11], 4: [0, 1, 2, 3, 4, 6, 7], 5: [0, 3, 4, 5, 10, 11], 6: [0, 1, 5], 7: [0, 3, 4, 6, 7, 9, 10], 8: [0, 5], 9: [0], 10: [0], 11: [0]}",52,0.024666666666666667,0.003484728588187801,0.65,18.032,67.968
facebook/dinov2-base,imagenet-1k,"{0: [0, 1, 2, 3, 4, 6, 7, 8, 9], 1: [0, 1, 2, 3, 4, 5, 8, 10, 11], 2: [0, 2, 7, 8], 3: [0, 1, 2, 3, 7, 8], 4: [0, 1, 2, 3, 4, 5, 6, 7, 8], 5: [0, 3, 4, 5, 6, 7, 9, 10], 6: [0, 1, 4, 5], 7: [0, 2, 3, 4, 6, 9, 10], 8: [0, 5, 9], 9: [0, 1, 6, 11], 10: [0, 10], 11: [0, 3, 9]}",68,0.08133333333333333,0.003538832199092422,0.7,14.896,71.104
facebook/dinov2-base,imagenet-1k,"{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 1: [0, 1, 2, 3, 4, 5, 8, 9, 10, 11], 2: [0, 2, 7, 8], 3: [0, 1, 2, 3, 4, 6, 7, 8], 4: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 5: [0, 2, 3, 4, 5, 6, 7, 9, 10], 6: [0, 1, 3, 4, 5], 7: [0, 1, 2, 3, 4, 6, 7, 9, 10, 11], 8: [0, 1, 3, 4, 5, 7, 9], 9: [0, 1, 2, 4, 6, 7, 9, 10], 10: [0, 1, 3, 10], 11: [0, 3, 6]}",88,0.22863333333333333,0.007788666980512985,0.75,10.976,75.024
facebook/dinov2-base,imagenet-1k,"{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11], 1: [0, 1, 2, 3, 4, 5, 8, 9, 10, 11], 2: [0, 2, 7, 8, 9, 10], 3: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 4: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 5: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 6: [0, 1, 3, 4, 5, 7, 11], 7: [0, 1, 2, 3, 4, 6, 7, 9, 10, 11], 9: [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11], 10: [0, 1, 2, 5, 7, 8, 9, 11], 11: [0, 1, 3, 6, 8]}",111,0.5529666666666667,0.005704676444228278,0.8,6.468,79.532
facebook/dinov2-base,imagenet-1k,"{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11], 1: [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11], 2: [0, 2, 7, 8, 9, 10], 3: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 4: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11], 6: [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11], 10: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11], 11: [0, 1, 2, 3, 4, 6, 8]}",127,0.7002,0.008195730595865086,0.85,3.3320000000000003,82.668
facebook/dinov2-base,imagenet-1k,"{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11], 1: [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11], 2: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]}",141,0.7427333333333334,0.0046522396040329615,0.9,0.5880000000000001,85.412
facebook/dinov2-base,imagenet-1k,{},144,0.7418,0.0007549834435271022,0.95,0.0,86.0
facebook/dinov2-base,imagenet-1k,{},144,0.7418,0.0007549834435271022,1.0,0.0,86.0
google/vit-large-patch16-224,imagenet-1k,"{0: [0], 1: [0], 2: [0], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",24,0.05723333333333333,0.0020207259421636922,0.05,94.32000000000001,212.68
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 5], 1: [0, 1, 7], 2: [0, 3, 11], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",29,0.05676666666666667,0.0011676186592091316,0.1,93.01,213.99
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 5], 1: [0, 1, 7], 2: [0, 2, 3, 11], 3: [0, 14], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",31,0.05503333333333333,0.0008504900548115399,0.15,92.486,214.514
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 5], 1: [0, 1, 7], 2: [0, 2, 3, 11], 3: [0, 14], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",31,0.05503333333333333,0.0008504900548115399,0.2,92.486,214.514
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 5], 1: [0, 1, 7], 2: [0, 2, 3, 11], 3: [0, 14], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",31,0.05503333333333333,0.0008504900548115399,0.25,92.486,214.514
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 5], 1: [0, 1, 7], 2: [0, 1, 3, 11], 3: [0, 7, 14], 4: [0, 4], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",33,0.054400000000000004,0.0006244997998398407,0.3,91.962,215.038
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 5, 15], 1: [0, 1, 7], 2: [0, 1, 3, 11], 3: [0, 7, 14], 4: [0, 4], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",34,0.06353333333333333,0.002173323108360407,0.35,91.7,215.3
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 5, 15], 1: [0, 1, 7, 10], 2: [0, 1, 3, 11], 3: [0, 7, 14], 4: [0, 4], 5: [0, 2], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",36,0.06799999999999999,0.004592385001282012,0.4,91.176,215.824
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 5, 8], 1: [0, 1, 7, 10], 2: [0, 1, 2, 3, 11], 3: [0, 7, 14], 4: [0, 2, 3], 5: [0, 1, 2, 4], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",40,0.059566666666666664,0.0017243356208503416,0.45,90.128,216.872
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 5, 8, 9], 1: [0, 1, 7, 10], 2: [0, 1, 2, 3, 11], 3: [0, 7, 14], 4: [0, 2, 3], 5: [0, 1, 2, 4], 6: [0], 7: [0, 3], 8: [0, 6], 9: [0, 4], 10: [0, 8, 15], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",46,0.057466666666666666,0.0022941955743426344,0.5,88.556,218.44400000000002
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 1, 5, 7], 1: [0, 1, 7, 10], 2: [0, 1, 2, 3, 11], 3: [0, 7, 8, 14], 4: [0, 2, 3, 4], 5: [0, 1, 2, 4, 9, 13], 6: [0, 1, 10, 14], 7: [0, 3, 7], 8: [0, 6, 8], 9: [0, 4], 10: [0, 3, 8], 11: [0, 10], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",56,0.059533333333333334,0.0019218047073866105,0.55,85.936,221.064
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 1, 5, 7, 9], 1: [0, 1, 3, 7, 9], 2: [0, 1, 2, 3, 10, 11], 3: [0, 7, 8, 14], 4: [0, 2, 3, 4, 5], 5: [0, 1, 2, 4, 7, 9, 13], 6: [0, 1, 10, 11, 14], 7: [0, 3, 7], 8: [0, 6, 8, 9], 9: [0, 1, 6], 10: [0, 2, 3, 4, 8], 11: [0, 1], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",66,0.07253333333333334,0.0005686240703077298,0.6,83.316,223.684
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 1, 4, 5, 7, 9, 11], 1: [0, 1, 3, 6, 7, 9], 2: [0, 1, 2, 3, 5, 8, 11], 3: [0, 1, 2, 5, 7, 14], 4: [0, 1, 2, 3, 4, 5, 7, 11, 13], 5: [0, 1, 2, 4, 5, 6, 7, 13, 15], 6: [0, 1, 6, 7, 8, 10, 14, 15], 7: [0, 3, 4, 7, 9], 8: [0, 2, 5, 6, 9, 10, 11], 9: [0, 1, 4, 8], 10: [0, 2, 3, 4, 8, 9], 11: [0, 1, 2], 12: [0], 13: [0, 4], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",90,0.11620000000000001,0.002605762844159079,0.65,77.028,229.97199999999998
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 1, 3, 4, 5, 6, 7, 9, 15], 1: [0, 1, 3, 6, 7, 8, 10, 11, 12], 2: [0, 1, 2, 3, 5, 6, 8, 11, 13], 3: [0, 1, 2, 3, 5, 7, 8, 14, 15], 4: [0, 1, 2, 3, 4, 5, 7, 11, 12, 13, 14], 5: [0, 1, 2, 4, 5, 6, 7, 8, 10, 11, 13, 15], 6: [0, 1, 3, 4, 5, 6, 7, 8, 10, 11, 14, 15], 7: [0, 1, 2, 3, 5, 7, 9, 10, 11, 12, 13], 8: [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 13], 9: [0, 1, 2, 3, 4, 6, 7, 8, 9, 14, 15], 10: [0, 1, 2, 3, 4, 5, 8, 9, 10, 13, 15], 11: [0, 1, 2, 3, 7, 9], 12: [0, 6, 9, 14], 13: [0, 1, 11], 14: [0, 5], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",140,0.3425,0.0019078784028338884,0.7,63.928000000000004,243.072
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 1, 2, 3, 4, 5, 6, 7, 9, 15], 1: [0, 1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 2: [0, 1, 2, 3, 4, 6, 8, 10, 11, 12, 13, 14, 15], 3: [0, 1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 14, 15], 4: [0, 1, 2, 3, 4, 5, 7, 9, 10, 11, 13, 14, 15], 5: [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15], 6: [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14, 15], 7: [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14], 8: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], 9: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15], 10: [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15], 11: [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12], 12: [0, 2, 3, 4, 5, 6, 7, 8, 9, 12, 14], 13: [0, 1, 2, 11, 13, 15], 14: [0, 1, 5, 8, 10, 13], 15: [0, 6, 9], 16: [0, 5, 10], 17: [0, 1], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0, 10, 11, 13]}",199,0.5111666666666667,0.005257692776621063,0.75,48.47,258.53
google/vit-large-patch16-224,imagenet-1k,"{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15], 3: [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 4: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15], 5: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15], 7: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 8: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 11: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15], 13: [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15], 14: [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15], 15: [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15], 16: [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15], 17: [0, 1, 2, 3, 6, 8, 10, 15], 18: [0, 2, 3], 19: [0, 6, 8], 20: [0], 21: [0], 22: [0], 23: [0, 6, 11, 13]}",280,0.6865333333333333,0.000929157324317769,0.8,27.248,279.752
google/vit-large-patch16-224,imagenet-1k,"{3: [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15], 14: [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15], 19: [0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15], 20: [0, 1, 4, 5, 6, 8, 11, 12, 13], 21: [0, 1, 13], 22: [0, 6, 13], 23: [0, 2, 6, 11, 13]}",336,0.7559,0.002271563338320129,0.85,12.576,294.424
google/vit-large-patch16-224,imagenet-1k,"{22: [0, 1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15]}",382,0.7868333333333334,0.004441095960833705,0.9,0.524,306.476
google/vit-large-patch16-224,imagenet-1k,{},384,0.7846000000000001,0.0014933184523067734,0.95,0.0,307.0
google/vit-large-patch16-224,imagenet-1k,{},384,0.7846000000000001,0.0014933184523067734,1.0,0.0,307.0
facebook/deit-small-patch16-224,mnist,"{0: [0], 1: [0], 2: [0], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",12,0.8119999999999999,0.010320368210485495,0.05,5.88,16.220000000000002
facebook/deit-small-patch16-224,mnist,"{0: [0], 1: [0], 2: [0], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",12,0.8119999999999999,0.010320368210485495,0.1,5.88,16.220000000000002
facebook/deit-small-patch16-224,mnist,"{0: [0], 1: [0, 1], 2: [0], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",13,0.8394,0.008155366331440922,0.15,5.782,16.318
facebook/deit-small-patch16-224,mnist,"{0: [0], 1: [0, 1, 2], 2: [0], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",14,0.8535333333333334,0.003493326972004343,0.2,5.684,16.416
facebook/deit-small-patch16-224,mnist,"{0: [0], 1: [0, 1, 2], 2: [0], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",14,0.8535333333333334,0.003493326972004343,0.25,5.684,16.416
facebook/deit-small-patch16-224,mnist,"{0: [0], 1: [0, 1, 2], 2: [0, 5], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",15,0.8621333333333334,0.0038017539811688672,0.3,5.586,16.514000000000003
facebook/deit-small-patch16-224,mnist,"{0: [0], 1: [0, 1, 2], 2: [0, 1, 5], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",16,0.8941333333333334,0.0015275252316519843,0.35,5.488,16.612000000000002
facebook/deit-small-patch16-224,mnist,"{0: [0], 1: [0, 1, 2], 2: [0, 1, 5], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",16,0.8941333333333334,0.0015275252316519843,0.4,5.488,16.612000000000002
facebook/deit-small-patch16-224,mnist,"{0: [0], 1: [0, 1, 2], 2: [0, 1, 4, 5], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",17,0.9017333333333334,0.003139001964531623,0.45,5.390000000000001,16.71
facebook/deit-small-patch16-224,mnist,"{0: [0], 1: [0, 1, 2], 2: [0, 1, 4, 5], 3: [0], 4: [0, 5], 5: [0, 2], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",19,0.9178000000000001,0.0030805843601498573,0.5,5.194,16.906000000000002
facebook/deit-small-patch16-224,mnist,"{0: [0, 2], 1: [0, 1, 2], 2: [0, 1, 4, 5], 3: [0], 4: [0, 4], 5: [0, 2], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",20,0.8795333333333333,0.008022676195219007,0.55,5.096,17.004
facebook/deit-small-patch16-224,mnist,"{0: [0, 2], 1: [0, 1, 2], 2: [0, 1, 4, 5], 3: [0, 3], 4: [0, 4, 5], 5: [0, 2, 5], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",23,0.8992333333333334,0.007768097150096251,0.6,4.8020000000000005,17.298000000000002
facebook/deit-small-patch16-224,mnist,"{0: [0, 2], 1: [0, 1, 2, 4], 2: [0, 1, 4, 5], 3: [0, 3], 4: [0, 4, 5], 5: [0, 2, 5], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",24,0.9052666666666666,0.004944019956809791,0.65,4.704000000000001,17.396
