seed,dataset,model,optimizer,lr,classifier,translator,batch_size,num_epochs,approx_layer,mlp_linearize,attn_linearize,head_dict,mlp_mode,attn_mode,num_layers,original_accuracy,accuracy,delta_acc,num_samples
1,cifar100,facebook/deit-small-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 3, 5], 1: [0, 1, 2, 3, 4], 6: [0, 1, 3, 4, 5], 9: [0, 1, 2, 3, 4], 10: [0, 1, 2, 3], 11: [0, 1, 4, 5]}",identity,identity,0,0.7126,0.6039,0.1087,500
2,cifar100,facebook/deit-small-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 3, 5], 1: [0, 1, 2, 3, 4], 6: [0, 1, 3, 4, 5], 9: [0, 1, 2, 3, 4], 10: [0, 1, 2, 3], 11: [0, 1, 4, 5]}",identity,identity,0,0.7128,0.6033,0.1095,500
3,cifar100,facebook/deit-small-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 3, 5], 1: [0, 1, 2, 3, 4], 6: [0, 1, 3, 4, 5], 9: [0, 1, 2, 3, 4], 10: [0, 1, 2, 3], 11: [0, 1, 4, 5]}",identity,identity,0,0.712,0.6075,0.1044999999999999,500
1,cifar100,facebook/deit-small-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 1, 3, 4, 5], 11: [0, 1, 3, 4, 5]}",identity,identity,0,0.7126,0.6846,0.028,500
2,cifar100,facebook/deit-small-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 1, 3, 4, 5], 11: [0, 1, 3, 4, 5]}",identity,identity,0,0.7128,0.681,0.0317999999999999,500
3,cifar100,facebook/deit-small-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 1, 3, 4, 5], 11: [0, 1, 3, 4, 5]}",identity,identity,0,0.712,0.6833,0.0286999999999999,500
1,cifar100,facebook/deit-small-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],[],{},identity,identity,0,0.7126,0.7126,0.0,500
2,cifar100,facebook/deit-small-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],[],{},identity,identity,0,0.7128,0.7128,0.0,500
3,cifar100,facebook/deit-small-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],[],{},identity,identity,0,0.712,0.712,0.0,500
1,imagenet-1k,facebook/deit-small-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 1, 2, 3, 4], 1: [0, 2, 3, 4], 2: [0], 3: [0, 2], 4: [0, 1], 5: [0], 6: [0, 1], 7: [0, 3], 8: [0], 9: [0], 10: [0], 11: [0]}",identity,identity,0,0.0,0.1235,0.0,500
2,imagenet-1k,facebook/deit-small-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 1, 2, 3, 4], 1: [0, 2, 3, 4], 2: [0], 3: [0, 2], 4: [0, 1], 5: [0], 6: [0, 1], 7: [0, 3], 8: [0], 9: [0], 10: [0], 11: [0]}",identity,identity,0,0.0,0.1233,0.0,500
3,imagenet-1k,facebook/deit-small-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 1, 2, 3, 4], 1: [0, 2, 3, 4], 2: [0], 3: [0, 2], 4: [0, 1], 5: [0], 6: [0, 1], 7: [0, 3], 8: [0], 9: [0], 10: [0], 11: [0]}",identity,identity,0,0.0,0.1264,0.0,500
