seed,dataset,model,optimizer,lr,classifier,translator,batch_size,num_epochs,approx_layer,mlp_linearize,attn_linearize,head_dict,mlp_mode,attn_mode,num_layers,original_accuracy,accuracy,delta_acc,num_samples
2,mnist,facebook/dinov2-base,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0], 1: [0, 1, 2, 3], 2: [0, 2], 3: [0, 1, 2, 8], 4: [0, 3, 4], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",identity,identity,0,0.9639,0.4883,0.4755999999999999,500
3,mnist,facebook/dinov2-base,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0], 1: [0, 1, 2, 3], 2: [0, 2], 3: [0, 1, 2, 8], 4: [0, 3, 4], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",identity,identity,0,0.9754,0.4284,0.547,500
1,mnist,facebook/dinov2-base,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0], 1: [0, 1, 2, 3], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 3, 7], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",identity,identity,0,0.9669,0.4571,0.5098,500
2,mnist,facebook/dinov2-base,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0], 1: [0, 1, 2, 3], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 3, 7], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",identity,identity,0,0.9639,0.4884,0.4755,500
3,mnist,facebook/dinov2-base,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0], 1: [0, 1, 2, 3], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 3, 7], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",identity,identity,0,0.9754,0.434,0.5414000000000001,500
1,mnist,facebook/dinov2-base,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 2], 1: [0, 1, 2, 3], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 7], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",identity,identity,0,0.9669,0.4626,0.5043,500
2,mnist,facebook/dinov2-base,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 2], 1: [0, 1, 2, 3], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 7], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",identity,identity,0,0.9639,0.486,0.4779,500
3,mnist,facebook/dinov2-base,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 2], 1: [0, 1, 2, 3], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 7], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",identity,identity,0,0.9754,0.4401,0.5353000000000001,500
1,mnist,facebook/dinov2-base,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 2], 1: [0, 1, 2, 3, 10], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 7], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",identity,identity,0,0.9669,0.4526,0.5143,500
2,mnist,facebook/dinov2-base,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 2], 1: [0, 1, 2, 3, 10], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 7], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",identity,identity,0,0.9639,0.4893,0.4745999999999999,500
3,mnist,facebook/dinov2-base,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 2], 1: [0, 1, 2, 3, 10], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 7], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",identity,identity,0,0.9754,0.4412,0.5342,500
1,mnist,facebook/dinov2-base,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 1, 2], 1: [0, 1, 2, 3, 10], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 6, 7], 5: [0], 6: [0], 7: [0, 4], 8: [0], 9: [0], 10: [0], 11: [0]}",identity,identity,0,0.9669,0.4547,0.5122,500
2,mnist,facebook/dinov2-base,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 1, 2], 1: [0, 1, 2, 3, 10], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 6, 7], 5: [0], 6: [0], 7: [0, 4], 8: [0], 9: [0], 10: [0], 11: [0]}",identity,identity,0,0.9639,0.4959,0.4679999999999999,500
3,mnist,facebook/dinov2-base,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 1, 2], 1: [0, 1, 2, 3, 10], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 6, 7], 5: [0], 6: [0], 7: [0, 4], 8: [0], 9: [0], 10: [0], 11: [0]}",identity,identity,0,0.9754,0.4298,0.5456000000000001,500
1,mnist,facebook/dinov2-base,Adam,0.01,Linear,identity,256,5,[],[],[],"{0: [0, 1, 2], 1: [0, 1, 2, 3, 10], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 4, 6, 7], 5: [0], 6: [0], 7: [0, 4], 8: [0], 9: [0], 10: [0], 11: [0]}",identity,identity,0,0.9669,0.4384,0.5285,500
