seed,dataset,model,optimizer,lr,classifier,translator,batch_size,num_epochs,approx_layer,mlp_linearize,attn_linearize,num_layers,original_accuracy,accuracy,delta_acc,num_samples,head_dict,mlp_mode,attn_mode
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],"[1, 3, 5]",[],0,0.6569,0.6037,0.0532,500,{},identity,identity
1,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],"[1, 3]",[],0,0.6477,0.6091,0.0386,500,{},identity,identity
2,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],"[1, 3]",[],0,0.6546,0.6181,0.0364999999999999,500,{},identity,identity
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],"[1, 3]",[],0,0.6569,0.6154,0.0415,500,{},identity,identity
1,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[1],[],0,0.6477,0.6295,0.0182000000000001,500,{},identity,identity
2,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[1],[],0,0.6546,0.6366,0.0179999999999999,500,{},identity,identity
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[1],[],0,0.6569,0.6351,0.0218,500,{},identity,identity
1,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[6],[],0,0.6477,0.6437,0.004,500,{},identity,identity
2,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[6],[],0,0.6546,0.6526,0.002,500,{},identity,identity
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[6],[],0,0.6569,0.6491,0.0078,500,{},identity,identity
1,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[],"[1, 2, 3, 4]",0,0.6477,0.4499,0.1978,500,{},identity,identity
2,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[],"[1, 2, 3, 4]",0,0.6546,0.452,0.2025999999999999,500,{},identity,identity
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[],"[1, 2, 3, 4]",0,0.6569,0.4472,0.2097,500,{},identity,identity
1,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[],"[1, 3, 5]",0,0.6477,0.6107,0.037,500,{},identity,identity
2,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[],"[1, 3, 5]",0,0.6546,0.6124,0.0421999999999999,500,{},identity,identity
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[],"[1, 3, 5]",0,0.6569,0.6154,0.0415,500,{},identity,identity
1,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[],"[1, 3]",0,0.6477,0.6171,0.0306,500,{},identity,identity
2,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[],"[1, 3]",0,0.6546,0.6305,0.0241,500,{},identity,identity
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[],"[1, 3]",0,0.6569,0.625,0.0319,500,{},identity,identity
1,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[],[1],0,0.6477,0.6393,0.0084,500,{},identity,identity
2,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[],[1],0,0.6546,0.6472,0.0073999999999999,500,{},identity,identity
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[],[1],0,0.6569,0.6436,0.0133,500,{},identity,identity
1,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[],[6],0,0.6477,0.6433,0.0044,500,{},identity,identity
2,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[],[6],0,0.6546,0.6498,0.0047999999999999,500,{},identity,identity
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[],[6],0,0.6569,0.6494,0.0075,500,{},identity,identity
1,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,linear,256,5,"[(0, 4)]",[],[],4,0.0,0.2236,0.0,500,{},identity,identity
2,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,linear,256,5,"[(0, 4)]",[],[],4,0.0,0.2231,0.0,500,{},identity,identity
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,linear,256,5,"[(0, 4)]",[],[],4,0.0,0.224,0.0,500,{},identity,identity
1,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,linear,256,5,"[(0, 1), (2, 3), (4, 5)]",[],[],3,0.0,0.5226,0.0,500,{},identity,identity
2,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,linear,256,5,"[(0, 1), (2, 3), (4, 5)]",[],[],3,0.0,0.531,0.0,500,{},identity,identity
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,linear,256,5,"[(0, 1), (2, 3), (4, 5)]",[],[],3,0.0,0.5345,0.0,500,{},identity,identity
1,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,linear,256,5,"[(0, 1), (2, 3)]",[],[],2,0.0,0.5808,0.0,500,{},identity,identity
2,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,linear,256,5,"[(0, 1), (2, 3)]",[],[],2,0.0,0.5794,0.0,500,{},identity,identity
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,linear,256,5,"[(0, 1), (2, 3)]",[],[],2,0.0,0.5885,0.0,500,{},identity,identity
1,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,linear,256,5,"[(0, 1)]",[],[],1,0.0,0.6275,0.0,500,{},identity,identity
2,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,linear,256,5,"[(0, 1)]",[],[],1,0.0,0.6204,0.0,500,{},identity,identity
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,linear,256,5,"[(0, 1)]",[],[],1,0.0,0.6231,0.0,500,{},identity,identity
1,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,linear,256,5,"[(5, 6)]",[],[],1,0.0,0.6347,0.0,500,{},identity,identity
2,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,linear,256,5,"[(5, 6)]",[],[],1,0.0,0.6361,0.0,500,{},identity,identity
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,linear,256,5,"[(5, 6)]",[],[],1,0.0,0.6386,0.0,500,{},identity,identity
1,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],"[1, 2, 3, 4]",[],0,0.6477,0.2355,0.4122,500,{},linear,identity
2,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],"[1, 2, 3, 4]",[],0,0.6546,0.2372,0.4174,500,{},linear,identity
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],"[1, 2, 3, 4]",[],0,0.6569,0.2318,0.4251,500,{},linear,identity
1,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],"[1, 3, 5]",[],0,0.6477,0.5121,0.1356,500,{},linear,identity
2,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],"[1, 3, 5]",[],0,0.6546,0.5177,0.1368999999999999,500,{},linear,identity
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],"[1, 3, 5]",[],0,0.6569,0.5104,0.1465,500,{},linear,identity
1,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],"[1, 3]",[],0,0.6477,0.5561,0.0916,500,{},linear,identity
2,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],"[1, 3]",[],0,0.6546,0.5604,0.0941999999999999,500,{},linear,identity
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],"[1, 3]",[],0,0.6569,0.5464,0.1105,500,{},linear,identity
1,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[1],[],0,0.6477,0.5966,0.0511,500,{},linear,identity
2,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[1],[],0,0.6546,0.6026,0.0519999999999999,500,{},linear,identity
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[1],[],0,0.6569,0.6,0.0569,500,{},linear,identity
1,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[6],[],0,0.6477,0.6411,0.0066,500,{},linear,identity
2,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[6],[],0,0.6546,0.6445,0.0100999999999999,500,{},linear,identity
3,imagenet-1k,facebook/dino-vitb16,Adam,0.01,Linear,identity,256,5,[],[6],[],0,0.6569,0.6474,0.0095,500,{},linear,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],[],0,0.7863,0.7863,0.0,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],[],0,0.7835,0.7835,0.0,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],[],0,0.784,0.784,0.0,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(2, 4), (18, 23)]",[],[],7,0.7863,0.6321,0.1542,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(2, 4), (18, 23)]",[],[],7,0.7835,0.633,0.1504999999999999,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(2, 4), (18, 23)]",[],[],7,0.784,0.6301,0.1539,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(17, 23)]",[],[],6,0.7863,0.668,0.1182999999999999,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(17, 23)]",[],[],6,0.7835,0.666,0.1174999999999999,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(17, 23)]",[],[],6,0.784,0.664,0.12,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(3, 4), (20, 23)]",[],[],4,0.7863,0.7357,0.0505999999999999,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(3, 4), (20, 23)]",[],[],4,0.7835,0.7362,0.0473,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(3, 4), (20, 23)]",[],[],4,0.784,0.7345,0.0494999999999999,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(7, 8), (15, 16)]",[],[],2,0.7863,0.7686,0.0177,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(7, 8), (15, 16)]",[],[],2,0.7835,0.7681,0.0153999999999999,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(7, 8), (15, 16)]",[],[],2,0.784,0.7675,0.0165,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(16, 17), (22, 23)]",[],[],2,0.7863,0.7799,0.0063999999999999,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(16, 17), (22, 23)]",[],[],2,0.7835,0.7757,0.0078,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(16, 17), (22, 23)]",[],[],2,0.784,0.775,0.009,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(3, 4)]",[],[],1,0.7863,0.7708,0.0154999999999999,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(3, 4)]",[],[],1,0.7835,0.7737,0.0097999999999999,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(3, 4)]",[],[],1,0.784,0.7732,0.0108,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(22, 23)]",[],[],1,0.7863,0.7831,0.0031999999999999,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(22, 23)]",[],[],1,0.7835,0.7867,-0.0031999999999999,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,"[(22, 23)]",[],[],1,0.784,0.7843,-0.0002999999999999,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],"[4, 20, 21, 22, 23]",[],0,0.7863,0.7405,0.0457999999999999,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],"[4, 20, 21, 22, 23]",[],0,0.7835,0.7402,0.0433,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],"[4, 20, 21, 22, 23]",[],0,0.784,0.7431,0.0409,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],"[4, 21, 22, 23]",[],0,0.7863,0.7555,0.0308,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],"[4, 21, 22, 23]",[],0,0.7835,0.7576,0.0258999999999999,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],"[4, 21, 22, 23]",[],0,0.784,0.7607,0.0232999999999999,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],"[8, 16]",[],0,0.7863,0.7806,0.0057,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],"[8, 16]",[],0,0.7835,0.7781,0.0053999999999999,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],"[8, 16]",[],0,0.784,0.779,0.005,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],"[17, 23]",[],0,0.7863,0.7871,-0.0008,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],"[17, 23]",[],0,0.7835,0.7808,0.0026999999999999,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],"[17, 23]",[],0,0.784,0.7831,0.0009,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[4],[],0,0.7863,0.779,0.0072999999999999,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[4],[],0,0.7835,0.7779,0.0055999999999999,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[4],[],0,0.784,0.7739,0.0100999999999999,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],"[3, 4, 19, 20, 21, 22, 23]",0,0.7863,0.6534,0.1329,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],"[3, 4, 19, 20, 21, 22, 23]",0,0.7835,0.6532,0.1302999999999999,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],"[3, 4, 19, 20, 21, 22, 23]",0,0.784,0.6523,0.1317,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],"[8, 16]",0,0.7863,0.7725,0.0138,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],"[8, 16]",0,0.7835,0.7689,0.0145999999999999,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],"[8, 16]",0,0.784,0.7742,0.0098,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],"[17, 23]",0,0.7863,0.7803,0.006,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],"[17, 23]",0,0.7835,0.7756,0.0079,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],"[17, 23]",0,0.784,0.7757,0.0083,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],[23],0,0.7863,0.7826,0.0037,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],[23],0,0.7835,0.7819,0.0015999999999999,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[],[23],0,0.784,0.7839,9.9999999999989e-05,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,linear,256,5,"[(17, 23)]",[],[],6,0.0,0.67,0.0,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,linear,256,5,"[(17, 23)]",[],[],6,0.0,0.6702,0.0,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,linear,256,5,"[(17, 23)]",[],[],6,0.0,0.6686,0.0,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,linear,256,5,"[(3, 4), (20, 23)]",[],[],4,0.0,0.7355,0.0,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,linear,256,5,"[(3, 4), (20, 23)]",[],[],4,0.0,0.741,0.0,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,linear,256,5,"[(3, 4), (20, 23)]",[],[],4,0.0,0.7425,0.0,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,linear,256,5,"[(7, 8), (15, 16)]",[],[],2,0.0,0.7715,0.0,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,linear,256,5,"[(7, 8), (15, 16)]",[],[],2,0.0,0.7764,0.0,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,linear,256,5,"[(7, 8), (15, 16)]",[],[],2,0.0,0.7738,0.0,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,linear,256,5,"[(22, 23)]",[],[],1,0.0,0.7811,0.0,500,{},identity,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,linear,256,5,"[(22, 23)]",[],[],1,0.0,0.7806,0.0,500,{},identity,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,linear,256,5,"[(22, 23)]",[],[],1,0.0,0.782,0.0,500,{},identity,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],"[8, 16]",[],0,0.7863,0.7796,0.0067,500,{},linear,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],"[8, 16]",[],0,0.7835,0.7763,0.0071999999999999,500,{},linear,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],"[8, 16]",[],0,0.784,0.7774,0.0066,500,{},linear,identity
1,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[23],[],0,0.7863,0.7823,0.004,500,{},linear,identity
2,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[23],[],0,0.7835,0.784,-0.0005,500,{},linear,identity
3,imagenet-1k,google/vit-large-patch16-224,Adam,0.01,Linear,identity,256,5,[],[23],[],0,0.784,0.7795,0.0045000000000000595,500,{},linear,identity
